,amount,hour1,field1,field2,flag1,field3,field4,field5,indicator1,indicator2,flag2,flag3,flag4,flag5,targets
33,12.95,15,4,0,0,1618,8,0,1,0,1,1,0,1,0
34,38.85,9,2,1,1,1849,10,0,0,0,1,1,0,1,0
35,38.85,22,2,0,0,-700,17,0,0,0,0,0,0,1,0
36,11.01,17,0,0,1,1268,10,5,1,0,1,0,0,2,0
37,38.85,11,0,0,0,-2862,13,0,0,0,1,1,0,1,0
38,38.85,22,3,0,0,7139,21,0,0,0,1,1,0,1,0
39,38.85,15,3,1,0,-1090,24,0,0,0,1,0,0,2,0
40,25.9,0,2,0,1,-2438,29,0,0,0,0,1,0,1,0
41,49.95,22,0,0,1,-1192,8,0,0,0,0,0,0,1,0
42,38.85,12,2,1,1,-1368,14,0,0,0,1,1,0,2,0
43,59.4,10,2,1,1,-6192,9,0,0,0,1,1,0,1,0
44,12.95,22,3,1,0,5900,15,4,0,0,0,0,0,1,0
45,10.36,16,3,0,1,-1262,6,1,0,0,1,1,0,3,0
46,0,15,4,0,0,-3232,14,0,0,0,1,1,0,364,0
47,38.85,20,2,0,0,-1672,21,0,0,0,1,1,0,1,0
48,38.85,6,2,1,0,2603,20,1,0,0,1,1,0,1,1
49,38.85,15,2,1,0,-4639,30,0,0,0,1,1,0,1,0
50,11.01,19,0,0,1,1488,38,0,0,0,1,1,0,1,0
51,31.08,14,2,0,0,2355,6,2,0,0,0,0,0,1,0
52,38.85,10,3,1,0,696,16,0,0,0,1,0,0,1,0
53,38.85,10,3,0,0,-6661,15,0,0,0,1,0,0,1,0
54,24.95,15,2,0,1,2600,10,0,1,0,0,0,0,1,0
55,38.85,10,0,1,0,686,25,0,0,0,0,0,0,1,0
56,38.85,19,3,1,0,2981,7,2,0,0,1,0,0,1,0
57,12.95,11,2,1,1,-3929,23,6,0,1,0,0,0,1,0
58,38.85,13,3,0,1,2604,6,0,0,0,1,1,0,1,0
59,12.95,19,3,0,0,3107,16,1,1,0,1,1,0,1,0
60,38.85,14,2,0,1,3071,24,0,1,0,1,1,0,1,0
61,10.36,20,2,1,1,2873,10,4,0,0,1,1,0,1,0
62,31.08,19,2,0,1,3003,6,3,1,0,0,0,0,1,0
63,31.08,22,3,1,1,3799,8,0,1,0,1,0,0,1,0
64,31.08,10,3,0,0,3938,23,2,0,0,0,0,0,1,0
65,38.85,16,0,0,1,1432,7,4,0,0,1,0,0,1,0
66,38.85,15,3,1,1,-2986,8,1,0,0,0,0,0,1,0
67,38.85,20,3,1,1,6173,9,0,0,0,0,0,0,1,0
68,12.95,17,4,1,0,3781,9,2,0,0,0,0,0,2,0
69,12.95,17,3,0,0,7876,15,0,0,0,0,0,0,1,0
70,38.85,20,2,0,0,-145,18,0,0,0,1,1,0,1,0
71,38.85,8,2,0,1,3158,25,0,0,0,1,0,0,1,0
72,31.08,14,2,1,1,-7243,23,1,0,0,1,0,1,2,0
73,12.95,13,2,1,1,1956,14,4,0,0,0,0,0,1,0
74,12.95,12,2,0,1,-6082,10,3,0,0,0,0,0,1,0
75,38.85,18,4,1,1,6110,10,0,0,0,0,0,0,1,0
76,12.95,18,3,0,0,5047,27,4,0,0,0,0,0,1,0
77,12.95,15,1,1,1,-6231,22,0,0,0,0,0,0,1,0
78,10.36,10,3,0,0,-3864,6,0,1,0,1,1,0,2,0
79,38.85,23,2,0,1,5256,6,0,1,0,0,0,0,1,0
80,10.36,15,2,0,1,4194,6,1,0,0,0,1,0,3,0
81,11.01,22,3,0,0,-2847,23,4,1,0,0,0,0,1,0
82,12.95,9,3,1,1,749,9,0,0,0,1,1,0,1,1
83,19.96,21,3,0,1,4694,15,0,0,0,1,0,0,2,0
84,20.72,13,3,1,1,5181,31,0,0,0,0,0,0,1,0
85,38.85,13,2,1,0,2382,6,0,1,0,1,1,0,1,0
86,12.95,14,2,0,1,5627,10,5,0,0,1,1,0,3,0
87,38.85,22,3,1,1,3263,9,2,0,0,1,1,0,1,0
88,12.95,10,3,1,0,4408,22,2,0,0,0,0,0,1,0
89,38.85,1,3,0,1,3248,6,3,0,0,0,0,0,1,0
90,38.85,14,3,1,1,-4429,8,2,0,0,1,0,0,1,0
91,12.95,19,3,0,0,-1649,24,2,0,0,1,1,0,1,0
92,10.36,17,2,1,1,3428,8,0,0,0,1,0,0,3,0
93,12.95,12,4,0,1,-1952,8,0,0,0,0,0,0,1,0
94,49.95,17,3,0,0,5079,17,0,0,0,1,1,0,1,0
95,11.01,18,3,1,0,2851,18,0,1,0,0,0,0,1,0
96,12.95,15,0,0,0,-7186,12,3,0,0,0,0,0,1,0
97,38.85,15,4,0,1,-3194,8,4,0,0,0,0,0,1,0
98,12.95,14,0,0,1,7389,9,9,0,0,0,0,0,1,0
99,12.95,12,3,0,1,-5371,9,0,0,0,0,0,0,1,0
100,38.85,14,3,1,0,2749,22,0,0,0,1,1,0,1,0
101,38.85,14,0,0,0,-3781,23,0,0,0,1,1,0,1,0
102,12.95,22,2,1,1,2562,20,0,0,0,0,0,0,1,0
103,12.95,9,3,1,1,2768,11,4,0,0,1,0,0,2,0
104,12.95,20,3,0,1,71,9,9,0,0,0,1,1,2,0
105,38.85,20,3,1,1,6661,10,2,0,0,1,1,0,1,0
106,12.95,21,3,1,1,1990,21,0,0,0,1,1,0,1,0
107,38.85,3,3,1,0,5418,8,0,0,0,1,0,0,2,0
108,38.85,21,2,0,0,-13584,25,0,0,0,1,0,0,1,0
109,12.95,14,3,1,0,-2460,19,0,0,0,0,0,0,1,0
110,12.95,12,3,0,1,235,7,0,0,0,1,0,0,1,0
111,31.08,18,2,0,1,2494,11,2,0,0,0,0,0,3,0
112,10.36,9,0,1,1,-555,7,2,0,1,0,0,0,1,0
113,12.95,12,3,0,1,4953,8,0,0,0,1,1,0,1,0
114,12.95,13,3,0,1,-6478,6,0,0,0,1,1,0,1,0
115,38.85,15,2,1,0,1053,18,1,0,0,1,1,0,1,0
116,12.95,16,3,1,1,3229,9,0,0,0,0,0,0,1,0
117,12.95,14,3,1,0,-5171,19,0,0,0,1,0,0,1,0
118,12.95,16,3,0,1,4422,8,3,1,0,0,0,0,1,0
119,38.85,19,0,0,0,4726,14,3,0,0,0,0,0,1,0
120,38.85,10,3,1,0,4705,19,4,0,0,0,0,0,1,0
121,38.85,6,2,0,1,3489,7,0,0,0,1,1,0,1,0
122,38.85,13,3,0,1,667,9,9,0,0,1,1,0,2,0
123,38.85,21,2,0,1,2138,9,0,0,0,0,0,0,2,0
124,12.95,13,3,1,1,24,7,0,0,0,0,1,0,2,0
125,0,13,4,1,0,5383,18,2,1,0,0,0,0,1,0
126,38.85,22,3,1,0,-1255,11,1,0,0,1,0,0,2,0
127,12.95,12,4,0,0,455,8,2,0,0,0,1,0,2,0
128,12.95,13,3,0,1,-5419,9,0,0,0,1,0,0,1,0
129,12.95,15,3,1,1,2247,23,0,1,0,0,0,0,1,0
130,31.08,10,3,0,0,3938,17,0,1,0,1,1,0,1,0
131,38.85,0,2,0,1,5493,12,0,0,0,1,1,0,1,0
132,38.85,20,2,0,1,2872,8,0,0,0,0,0,0,1,0
133,38.85,8,2,1,0,-827,22,1,1,0,1,0,0,2,0
134,12.95,9,3,0,1,-122,6,5,0,0,1,1,1,2,0
135,38.85,15,3,0,0,-2008,9,0,0,0,1,0,0,1,0
136,12.95,16,2,0,1,3867,7,0,0,0,0,0,0,3,0
137,38.85,11,3,0,1,2308,17,2,0,0,1,0,0,1,0
138,12.95,9,3,0,1,2295,9,1,0,0,0,0,0,1,0
139,10.36,22,3,1,1,3311,9,2,0,0,0,0,0,1,0
140,38.85,15,2,1,0,6909,20,0,0,0,0,0,0,1,0
141,12.95,11,2,0,1,-178,8,0,0,0,1,0,0,1,0
142,12.95,19,3,1,1,1308,9,3,0,0,1,1,0,1,0
143,25.9,19,3,0,1,3023,9,0,1,0,1,1,0,2,0
144,12.95,10,3,0,1,403,16,0,0,0,1,1,0,1,0
145,12.95,14,3,1,0,3359,22,0,0,0,0,0,0,2,0
146,38.85,14,3,0,1,76,9,0,0,0,0,0,0,1,0
147,38.85,10,3,0,1,-6946,12,0,1,0,0,1,0,1,0
148,38.85,11,3,1,1,3977,9,0,0,0,1,0,0,1,1
149,12.95,14,3,1,1,2554,7,4,0,0,0,0,0,1,0
150,38.85,14,3,0,0,-7718,15,0,0,0,0,0,0,1,0
151,10.36,23,3,0,1,2962,22,4,0,0,1,0,0,1,0
152,12.95,15,2,0,1,1658,8,0,0,0,0,1,0,2,0
153,59.4,7,3,1,0,-998,9,0,0,0,1,0,0,1,0
154,38.85,10,3,0,0,774,25,0,0,0,1,1,0,1,0
155,38.85,17,2,1,1,-3667,12,0,0,0,0,0,0,1,0
156,38.85,4,0,0,1,-261,8,0,1,0,1,0,0,2,0
157,31.08,11,3,0,1,4122,10,2,0,0,1,1,0,2,0
158,38.85,5,3,0,1,1549,14,0,0,1,0,0,0,1,1
159,12.95,23,2,0,0,4162,21,0,0,0,0,1,0,1,0
160,49.95,14,3,0,1,5230,7,0,0,0,0,0,0,1,0
161,10.36,18,3,0,1,4293,18,1,0,0,0,0,0,1,0
162,12.95,7,2,0,0,-8387,14,0,0,0,0,1,0,1,1
163,12.95,16,3,0,1,3496,9,9,0,0,1,0,0,2,0
164,12.95,23,3,1,0,5159,15,5,0,0,0,0,0,1,0
165,38.85,13,0,0,0,865,25,0,0,0,1,0,0,1,0
166,12.95,15,3,1,0,-5058,17,6,0,0,0,0,0,1,0
167,25.9,12,3,0,1,3590,6,2,0,0,0,0,0,1,0
168,38.85,0,2,0,0,5229,23,0,0,0,0,0,0,1,0
169,12.95,11,2,0,1,4017,9,0,0,0,1,1,0,2,0
170,38.85,19,3,0,0,3021,18,0,1,0,0,1,0,1,0
171,12.95,19,4,0,0,3910,15,0,0,0,1,1,0,1,0
172,12.95,10,3,0,1,1092,9,9,0,0,0,0,0,1,0
173,38.85,17,2,1,0,-6799,7,1,0,0,1,1,0,1,0
174,12.95,12,4,0,0,2950,9,2,0,0,0,0,0,2,0
175,12.95,10,2,1,1,-3929,23,6,0,1,0,0,0,1,0
176,12.95,13,2,0,1,-1229,11,0,1,0,1,1,0,1,0
177,49.95,11,3,0,1,695,23,0,0,0,1,0,0,2,0
178,38.85,11,2,0,0,3286,20,0,1,0,1,1,0,1,0
179,38.85,15,2,0,0,2149,15,0,0,0,1,1,0,2,0
180,20.72,17,0,0,1,3014,7,0,0,0,1,1,0,1,0
181,38.85,12,2,0,1,-12767,9,9,0,0,0,0,0,1,0
182,12.95,15,2,1,1,6519,9,9,0,0,1,0,0,2,0
183,12.95,18,3,0,1,-694,9,0,0,0,1,0,0,1,0
184,38.85,20,3,0,0,3351,34,0,0,0,1,1,0,1,0
185,49.95,17,3,1,0,-5248,9,0,0,0,1,0,0,1,0
186,12.95,8,3,0,1,4503,22,2,0,0,1,0,0,1,0
187,38.85,19,3,0,1,1500,13,4,0,0,0,0,0,1,0
188,25.9,8,3,1,1,3660,19,0,0,0,0,0,0,1,0
189,38.85,18,3,0,0,-3042,7,1,0,0,0,0,0,1,0
190,11.01,18,3,0,0,-10334,14,0,0,0,0,0,0,2,0
191,20.72,9,2,0,1,3902,9,0,0,0,0,0,0,2,0
192,10.36,15,3,0,1,5711,9,0,0,0,1,1,0,1,0
193,10.36,16,2,1,1,6638,9,2,0,0,0,1,0,1,0
194,38.85,20,2,0,1,3984,20,2,1,0,0,0,0,1,0
195,38.85,17,3,1,1,1329,12,0,0,0,1,0,0,1,0
196,12.95,14,0,1,0,2668,6,1,0,0,0,0,0,1,0
197,14.95,13,0,0,1,5658,6,0,0,0,1,0,0,2,0
198,38.85,18,3,1,1,1470,9,0,0,0,0,0,0,2,0
199,12.95,16,3,0,0,-1341,13,3,0,0,1,1,0,1,0
200,49.95,13,3,0,0,1482,19,1,0,0,0,1,0,1,0
201,38.85,14,3,1,1,1982,6,6,1,0,1,1,0,1,0
202,12.95,16,3,1,0,6020,16,0,1,0,0,0,0,1,0
203,12.95,14,4,1,1,5157,10,4,0,0,0,0,0,1,0
204,12.95,12,3,1,1,-2272,9,0,0,0,0,0,0,1,0
205,25.9,14,2,1,1,2061,9,0,1,0,0,0,0,1,0
206,38.85,23,3,0,1,-3307,9,1,0,0,1,1,0,1,0
207,12.95,10,3,0,0,5409,24,0,1,0,0,0,0,1,0
208,38.85,18,3,1,1,3265,8,2,1,0,1,0,0,1,0
209,38.85,18,2,1,0,-6086,15,0,0,0,1,1,0,1,0
210,25.9,11,3,0,1,829,6,0,0,0,1,0,0,1,0
211,20.72,18,2,1,1,3124,8,0,0,0,1,1,0,1,0
212,38.85,15,3,0,0,-4769,21,0,0,0,1,1,0,1,0
213,10.36,19,3,0,0,2513,11,2,0,0,1,1,0,2,0
214,38.85,17,2,1,0,-7282,24,0,0,0,1,1,0,1,0
215,38.85,9,0,0,0,-922,21,0,0,0,0,0,0,1,0
216,38.85,12,2,0,1,-781,10,4,0,0,0,0,0,1,0
217,12.95,13,0,0,0,1327,26,0,0,0,0,1,0,1,0
218,38.85,20,2,0,1,2817,7,1,0,0,1,1,0,1,0
219,49.95,20,2,1,1,3331,7,1,0,0,0,0,0,1,0
220,12.95,16,3,0,0,5340,13,0,0,0,1,1,0,2,0
221,12.95,15,2,1,1,-2460,12,0,0,1,0,0,0,1,0
222,25.9,20,3,0,1,-1740,9,9,0,0,0,0,0,3,0
223,12.95,7,3,1,1,2640,7,0,1,0,0,0,0,1,0
224,12.95,20,3,0,0,-4033,15,1,0,0,0,0,0,3,0
225,12.95,10,2,1,1,5420,8,0,0,0,0,1,0,1,0
226,12.95,10,3,0,1,2951,10,0,0,0,1,1,0,2,0
227,38.85,23,3,0,0,445,15,0,0,0,0,0,0,1,0
228,38.85,13,3,1,1,-1384,18,5,0,0,1,1,0,1,0
229,38.85,21,2,1,1,1812,14,0,0,1,0,1,0,1,0
230,49.95,13,2,1,1,5495,21,0,0,0,0,1,0,1,0
231,12.95,23,3,0,1,3125,9,4,0,0,1,1,0,1,0
232,38.85,8,3,0,1,2245,10,2,0,0,0,0,0,1,0
233,38.85,16,2,0,1,-2503,12,0,0,0,1,1,0,1,0
234,38.85,11,3,1,0,4568,10,0,0,0,0,0,0,2,0
235,38.85,16,3,0,0,-8513,15,0,0,0,1,1,0,2,0
236,31.08,22,2,0,1,-1590,9,0,1,0,1,1,0,1,0
237,12.95,7,0,1,1,5593,7,4,0,0,1,0,0,1,0
238,10.36,20,1,0,1,2110,17,0,0,0,1,1,0,1,0
239,10.36,22,3,0,1,6357,11,3,0,0,0,0,0,1,0
240,31.08,11,3,0,0,6065,20,0,0,0,1,1,0,1,0
241,12.95,12,4,0,0,753,11,4,0,0,1,1,0,2,0
242,49.95,17,1,0,0,2091,22,4,1,0,1,0,0,1,0
243,10.36,9,3,0,1,2031,8,0,0,0,0,0,0,1,0
244,25.9,15,2,1,1,-1214,9,9,0,0,0,0,0,1,0
245,12.95,12,0,0,1,-4566,10,0,0,0,0,0,0,1,0
246,12.95,10,3,0,1,5014,8,5,1,0,0,0,0,2,0
247,12.95,19,3,0,0,1372,22,0,0,0,0,0,0,1,0
248,12.95,20,2,0,0,1011,18,0,0,0,0,1,0,1,0
249,49.95,18,2,0,0,5650,8,6,1,0,0,0,0,1,0
250,38.85,18,2,0,1,382,10,3,1,0,0,0,0,1,0
251,25.9,16,0,0,1,-1451,10,0,0,0,1,1,0,2,0
252,49.95,10,3,0,0,-536,12,4,0,0,1,0,0,1,0
253,44.95,13,2,1,0,826,10,3,1,0,1,0,0,1,0
254,12.95,22,3,0,1,-3924,7,0,0,0,0,0,0,2,0
255,59.95,23,4,0,1,1817,8,0,0,0,0,1,0,2,0
256,12.95,13,4,0,0,5786,8,1,1,0,0,0,0,29,0
257,0,10,4,0,0,-1664,8,4,0,1,0,0,0,2,1
258,11.01,10,3,1,0,-1368,20,0,0,0,0,0,0,1,0
259,12.95,14,3,1,0,-5142,8,0,0,0,1,0,0,1,0
260,38.85,14,3,1,1,5493,6,0,0,0,1,0,0,2,0
261,38.85,12,3,1,1,6616,9,0,0,0,0,0,0,1,0
262,12.95,14,2,0,0,3784,6,0,0,0,0,0,0,2,0
263,12.95,14,2,1,0,3189,26,0,0,0,1,0,0,1,0
264,49.95,0,3,0,1,-105,10,4,1,0,1,0,0,2,0
265,31.08,8,3,1,1,1283,7,0,0,0,1,0,0,1,0
266,12.95,20,3,1,1,-21,6,0,0,0,1,0,0,1,0
267,12.95,23,3,0,0,5111,27,0,1,0,0,0,0,1,0
268,12.95,16,3,1,1,3391,27,0,0,0,1,1,0,1,0
269,12.95,18,2,0,1,-6431,28,5,0,0,1,1,0,1,0
270,12.95,16,3,0,1,-7963,22,0,0,0,1,1,0,2,0
271,38.85,8,2,0,0,-9006,15,4,0,0,1,1,0,1,0
272,11.01,20,2,1,1,1516,18,0,0,0,1,1,0,2,0
273,12.95,11,2,0,0,5859,22,1,1,0,1,0,0,1,0
274,10.36,9,3,0,1,5854,8,2,1,0,0,1,0,1,0
275,25.9,16,2,0,1,2489,7,0,1,0,1,1,0,1,0
276,38.85,23,2,0,1,1771,7,0,0,0,0,0,0,1,0
277,31.08,2,3,0,0,1364,6,0,0,0,1,0,0,1,0
278,12.95,17,3,0,1,1822,10,10,0,0,0,0,0,1,0
279,12.95,23,2,1,0,-280,21,4,0,0,1,1,0,1,0
280,12.95,14,3,1,1,1378,18,0,0,0,1,1,0,1,0
281,38.85,17,3,0,1,2492,9,9,0,0,1,0,0,1,0
282,11.65,15,3,0,0,2566,14,4,0,0,0,1,0,2,0
283,12.95,21,2,0,1,3472,8,4,0,0,1,1,0,1,0
284,38.85,12,2,0,1,-2776,8,0,0,0,0,0,0,1,0
285,38.85,21,3,0,0,2885,29,0,1,0,0,0,0,1,0
286,12.95,8,2,1,0,1214,25,3,0,0,1,1,0,1,1
287,49.95,1,2,1,0,-627,19,0,0,0,1,0,0,1,0
288,38.85,7,2,0,1,-69,11,4,0,0,1,0,0,1,0
289,31.08,14,3,0,1,5092,10,0,0,0,0,0,0,1,0
290,10.36,17,3,1,0,3263,9,2,0,0,1,1,0,1,0
291,38.85,11,2,0,0,-8970,13,0,0,0,0,0,0,1,0
292,49.95,18,3,0,0,414,8,0,0,0,1,0,0,2,0
293,38.85,19,2,1,0,949,22,0,1,0,0,1,0,1,0
294,38.85,18,3,0,1,-3729,6,0,0,0,1,0,0,1,0
295,38.85,18,3,1,0,-7466,24,6,0,0,0,0,0,2,0
296,12.95,8,0,0,1,-5411,7,0,0,0,1,0,0,1,0
297,31.08,11,2,0,1,3340,6,0,0,0,1,1,0,1,0
298,38.85,14,3,1,0,3309,11,0,0,0,0,0,0,1,0
299,38.85,6,2,0,1,-232,10,0,0,0,1,1,0,1,0
300,12.95,15,2,1,1,527,14,0,0,0,1,1,0,1,0
301,38.85,17,0,0,0,-1206,30,3,0,0,1,1,0,1,0
302,12.95,0,3,1,1,-1451,9,0,0,0,0,0,0,2,0
303,12.95,13,3,1,0,754,20,1,1,0,0,0,0,1,0
304,12.95,19,2,1,0,6074,24,4,0,0,1,0,0,1,0
305,38.85,15,3,0,0,1579,26,4,0,0,0,0,0,1,0
306,20.72,17,3,0,1,5559,24,0,0,0,1,1,0,1,0
307,0,16,4,1,0,-11025,13,0,0,0,1,1,0,1,0
308,12.95,10,3,1,0,5884,23,0,1,0,0,0,0,1,0
309,11.01,17,3,1,1,3175,12,1,0,0,1,1,0,2,0
310,38.85,11,3,0,1,-4383,7,0,0,0,1,0,0,1,0
311,59.4,23,2,0,0,-3236,23,0,0,0,1,1,0,1,0
312,12.95,12,3,0,0,-3205,22,0,0,0,1,0,0,1,0
313,12.95,7,0,0,1,704,20,0,0,0,1,0,0,1,0
314,38.85,11,0,0,1,-1894,7,4,0,0,1,1,0,2,0
315,25.9,6,3,1,1,-1897,14,3,0,0,1,0,0,3,0
316,49.95,17,2,1,0,5528,24,0,0,0,0,0,0,1,0
317,23.92,11,2,0,1,5366,18,0,0,0,0,0,0,1,0
318,12.95,16,2,0,1,2037,6,6,0,0,0,0,0,1,0
319,38.85,12,2,0,0,-200,22,0,0,0,0,0,0,1,0
320,12.95,16,2,0,0,3881,8,4,0,0,0,0,0,2,0
321,12.95,12,3,1,1,-1051,10,1,0,0,1,1,0,2,0
322,12.95,2,3,0,1,2634,6,0,0,0,0,1,0,1,0
323,38.85,20,2,1,1,4535,7,2,0,0,1,1,0,1,0
324,31.08,7,3,1,0,-924,21,0,0,0,1,0,0,1,0
325,12.95,14,2,1,0,5546,24,4,0,0,1,1,0,1,0
326,38.85,19,3,1,0,4620,22,0,0,0,0,0,0,1,0
327,38.85,9,3,0,0,2641,18,1,0,0,1,1,0,2,0
328,31.08,15,3,0,0,-2612,8,0,0,0,0,0,0,1,0
329,12.95,5,4,1,1,1088,8,0,0,0,0,0,0,1,0
330,38.85,14,4,0,1,-3316,9,0,0,0,1,0,1,2,0
331,12.95,12,2,1,0,4629,11,0,1,0,1,1,0,1,0
332,38.85,16,3,1,0,-679,22,4,0,0,1,0,0,1,0
333,25.9,23,3,0,1,1100,20,0,0,0,1,1,0,1,0
334,25.9,18,3,1,0,1424,25,2,0,0,1,1,0,1,0
335,38.85,19,3,0,0,3891,22,0,0,0,0,0,0,1,0
336,38.85,15,0,0,1,-1224,7,0,0,0,0,0,0,2,0
337,25.9,5,3,0,0,4401,19,1,0,0,0,0,0,1,0
338,12.95,18,2,1,0,-673,20,1,0,0,1,1,0,1,0
339,38.85,19,2,1,0,1018,20,0,0,0,0,0,0,1,0
340,11.01,18,1,1,1,2535,9,9,0,0,1,1,0,1,0
341,49.95,11,0,0,0,85,17,2,0,0,0,0,0,1,0
342,12.95,3,3,1,0,4252,7,0,1,0,0,0,0,1,0
343,10.36,23,2,0,1,4045,18,0,0,0,1,1,0,1,0
344,12.95,17,3,0,1,-172,10,2,0,0,0,0,0,2,0
345,38.85,15,3,1,0,-6242,18,0,0,0,1,1,0,1,0
346,10.36,19,2,1,0,-969,21,1,0,0,1,1,0,2,0
347,12.95,10,3,1,0,4792,22,0,0,0,0,0,0,1,0
348,20.72,0,2,1,1,2672,9,4,0,0,0,0,0,1,0
349,12.95,4,2,0,1,2048,10,0,0,0,0,0,1,1,0
350,10.36,13,3,0,0,2024,17,0,0,0,0,0,0,2,0
351,25.9,22,3,0,1,680,16,0,0,0,1,1,0,1,0
352,49.95,13,3,0,0,-1398,6,0,0,0,1,1,0,1,0
353,12.95,21,3,0,1,5005,9,9,0,0,1,1,0,2,0
354,10.36,12,3,0,1,-5554,25,3,0,0,1,1,0,1,0
355,12.95,12,3,1,1,6596,13,0,0,0,0,0,0,2,0
356,12.95,16,3,0,0,-5892,23,2,0,0,1,1,0,1,0
357,12.95,18,3,1,1,-2291,14,4,0,0,1,0,0,2,0
358,10.36,16,3,0,1,30,6,0,0,0,1,1,1,3,0
359,31.08,12,2,0,1,4060,10,0,0,0,1,1,0,1,0
360,12.95,9,0,0,0,-5722,16,0,0,0,0,0,0,1,0
361,49.95,14,2,1,0,-8217,6,0,0,0,0,0,0,1,0
362,49.95,8,3,0,0,534,20,0,0,0,1,0,0,1,0
363,38.85,18,3,1,1,2676,15,2,0,0,0,0,0,1,0
364,38.85,7,3,1,0,3747,19,0,0,0,1,0,0,1,0
365,14.95,19,3,1,1,3008,22,0,1,0,1,1,0,1,0
366,12.95,20,3,1,1,1872,9,3,1,0,1,0,0,1,0
367,12.95,11,3,0,1,4156,8,0,1,0,1,0,0,2,0
368,38.85,13,3,1,1,4906,10,0,1,0,1,1,0,3,0
369,49.95,9,2,1,0,-9918,16,1,0,1,1,0,0,1,0
370,12.95,21,3,1,0,4479,24,2,0,0,0,0,0,1,0
371,38.85,3,0,0,1,-286,18,1,0,0,0,0,0,1,0
372,0,17,4,1,0,-3873,24,0,0,0,1,1,0,4,0
373,12.95,10,3,1,0,6767,22,2,0,0,0,0,0,1,0
374,38.85,12,3,1,1,3176,18,2,0,0,0,1,0,1,0
375,31.08,9,3,0,1,813,9,9,1,0,0,1,0,1,0
376,12.95,14,2,0,0,4154,17,0,0,0,1,1,0,4,0
377,12.95,9,2,1,0,3754,20,1,0,0,0,1,0,1,0
378,38.85,12,4,0,0,6583,11,5,0,0,1,1,0,3,0
379,12.95,15,3,0,1,3999,7,0,1,0,1,0,0,1,0
380,31.08,12,3,0,0,-1450,7,3,0,0,0,0,0,1,0
381,38.85,17,3,0,1,5547,10,0,0,0,0,0,0,1,0
382,12.95,16,2,0,1,2850,6,0,0,0,1,1,0,1,0
383,12.95,17,3,1,0,1514,20,0,1,0,0,0,0,1,0
384,12.95,16,2,0,1,-9476,9,0,0,0,0,0,0,2,0
385,38.85,14,3,1,0,-1687,18,0,0,0,0,0,0,1,0
386,12.95,13,3,1,1,-6282,7,1,0,0,1,0,0,2,0
387,11.01,12,2,1,1,1741,9,0,0,0,1,1,0,1,0
388,38.85,19,2,0,0,-4161,24,1,0,0,1,0,0,1,0
389,12.95,22,4,1,0,-6545,7,0,0,0,1,0,0,2,0
390,12.95,21,2,1,1,5502,8,0,0,0,1,0,0,1,0
391,38.85,13,0,0,0,4750,16,3,0,0,1,1,0,1,0
392,38.85,11,3,1,0,4299,8,0,0,0,1,1,0,1,0
393,10.36,16,3,0,0,6278,21,2,1,0,1,1,0,1,0
394,38.85,13,2,1,1,2422,10,0,0,0,0,0,0,1,0
