,amount,hour1,field1,field2,flag1,field3,field4,field5,indicator1,indicator2,flag2,flag3,flag4,flag5,targets
42,12.95,6,3,0,1,4406,10,0,0,0,0,0,0,2,0
43,38.85,6,3,0,0,-1132,26,0,0,0,0,1,0,1,0
44,38.85,6,2,0,0,4460,19,0,0,0,0,0,0,1,0
45,38.85,6,3,0,0,-1882,20,0,1,0,1,0,0,1,1
46,10.36,6,2,0,1,5856,9,4,0,0,1,1,0,4,0
47,12.95,6,3,1,0,6132,27,0,0,0,0,0,0,1,0
48,38.85,6,2,1,0,4997,16,3,1,0,0,0,0,1,0
49,12.95,7,3,0,1,1971,11,0,0,0,1,1,0,1,0
50,12.95,7,2,0,1,3466,9,0,1,0,0,0,0,1,0
51,10.36,7,3,0,1,3551,12,0,0,0,0,0,0,2,0
52,38.85,7,2,0,0,-5121,12,6,0,0,0,0,0,1,0
53,38.85,7,2,1,1,542,27,0,0,0,1,0,0,1,0
54,38.85,7,0,0,1,1039,9,0,0,0,1,0,0,1,0
55,10.36,7,3,0,1,3551,12,0,0,0,0,0,0,2,0
56,20.72,7,0,0,1,6489,9,9,0,0,1,1,0,1,0
57,59.4,7,3,0,1,1635,8,2,0,0,1,1,0,2,0
58,12.95,7,3,0,1,-417,7,0,0,0,0,1,0,1,0
59,20.72,7,2,1,1,-376,9,9,0,0,1,0,0,2,0
60,59.4,7,3,1,1,2414,9,3,0,0,1,1,0,2,0
61,10.36,7,3,0,1,-1450,9,1,0,0,0,0,0,2,0
62,20.72,7,2,1,1,-7101,21,0,0,0,1,1,0,3,0
63,38.85,7,3,0,1,-1275,9,9,0,0,1,1,0,1,0
64,38.85,7,2,0,1,-2488,9,1,0,0,0,0,0,3,0
65,25.9,7,3,0,1,-4265,9,9,0,0,0,0,0,1,0
66,38.85,7,2,1,0,3288,16,0,0,0,1,1,0,1,0
67,10.36,7,3,0,1,-3455,7,0,0,0,1,0,0,1,0
68,10.36,7,3,0,1,1881,7,2,0,0,1,1,0,1,0
69,12.95,7,3,0,1,4394,11,2,0,0,0,1,0,1,0
70,10.36,7,3,0,1,1881,7,2,0,0,1,1,0,1,0
71,12.95,8,2,1,1,2485,19,0,0,0,1,1,0,1,0
72,38.85,8,3,1,0,4818,27,0,0,0,1,1,0,1,0
73,12.95,8,3,1,0,5039,18,0,0,0,1,0,0,1,0
74,12.95,8,3,0,1,-1337,9,2,1,0,1,0,0,1,0
75,10.36,8,3,1,1,4703,9,9,0,0,1,1,0,2,0
76,31.08,8,2,1,1,890,9,9,0,0,1,0,0,1,0
77,42.46,8,2,1,1,4528,8,3,0,0,1,0,0,2,0
78,10.36,8,3,1,1,4703,9,9,0,0,1,1,0,2,0
79,38.85,8,2,0,1,-4942,11,0,0,0,0,0,0,2,0
80,38.85,8,2,1,1,-4519,10,2,0,0,1,1,0,2,0
81,12.95,8,0,0,1,-5704,17,2,0,0,1,1,0,1,0
82,38.85,8,3,0,0,4719,19,2,0,0,0,0,0,2,0
83,38.85,8,3,0,0,792,22,4,0,0,1,1,0,1,0
84,21.37,8,2,1,1,-1580,9,0,0,0,1,0,0,2,0
85,20.72,8,0,0,1,2254,8,0,0,0,1,1,0,1,0
86,11.01,8,2,1,1,-1580,9,0,0,0,1,0,0,2,0
87,12.95,8,3,0,0,5072,8,0,0,0,0,0,0,1,0
88,12.95,8,3,1,1,3518,8,3,0,0,1,1,0,1,0
89,38.85,8,0,0,1,2013,10,0,0,1,1,1,0,1,0
90,12.95,8,3,0,1,2440,6,0,0,0,1,1,0,1,0
91,12.95,8,3,0,0,-1159,32,0,0,0,0,0,0,1,0
92,38.85,9,3,0,0,-2333,7,4,0,0,1,1,0,1,0
93,12.95,9,3,0,0,2207,9,0,0,0,1,1,0,1,0
94,38.85,9,2,0,1,1559,6,0,0,0,1,1,0,1,0
95,10.36,9,3,1,0,1594,20,0,1,0,1,1,0,1,0
96,31.08,9,3,1,1,2600,19,0,0,0,1,1,0,1,0
97,38.85,9,3,0,0,-7918,8,0,0,0,0,0,0,1,0
98,38.85,9,3,0,1,5363,27,0,0,0,1,1,0,1,0
99,38.85,9,3,1,0,3757,22,0,0,0,1,1,0,1,0
100,12.95,9,0,1,1,5515,16,4,0,0,0,0,0,2,0
101,38.85,9,3,0,1,2420,6,0,0,0,0,0,0,1,0
102,12.95,9,0,1,1,-3401,9,0,0,0,1,0,0,2,0
103,38.85,9,3,1,0,3810,23,0,0,0,1,1,0,2,0
104,12.95,9,3,0,0,3496,37,0,0,0,1,0,0,1,0
105,38.85,9,3,0,1,3839,8,2,0,0,1,1,0,1,0
106,0,9,4,1,0,3643,11,4,1,0,1,1,0,150,0
107,12.95,9,2,1,1,5153,24,0,0,0,1,0,0,1,0
108,12.95,9,3,0,1,420,8,1,0,0,1,1,0,1,0
109,10.36,9,3,1,1,-3424,7,0,0,0,0,1,0,1,0
110,10.36,9,3,1,1,-3424,7,0,0,0,0,1,0,1,0
111,38.85,9,3,1,0,-409,17,0,0,0,1,1,0,1,0
112,10.36,9,3,0,1,612,6,1,0,0,1,0,0,1,0
113,12.95,9,2,0,0,422,17,0,0,0,0,0,0,2,0
114,12.95,9,2,1,1,5702,7,0,0,1,1,1,0,2,0
115,0,9,4,0,0,2043,9,4,0,0,1,1,0,200,1
116,0,9,4,1,0,3643,11,4,1,0,1,1,0,150,0
117,12.95,9,0,0,0,3109,21,0,0,0,1,0,0,1,0
118,38.85,9,2,0,0,1790,21,0,0,0,1,1,0,1,0
119,38.85,9,3,0,1,-1620,9,3,0,0,1,0,0,1,0
120,12.95,9,3,1,1,6312,9,9,0,0,0,0,0,1,0
121,10.36,9,2,0,1,5579,9,9,0,0,0,0,0,1,0
122,10.36,9,3,1,0,6613,18,0,0,0,0,0,0,1,0
123,10.36,9,2,0,1,3648,7,4,1,0,0,0,0,1,0
124,38.85,9,3,0,0,3020,6,4,0,0,0,0,0,1,0
125,34.95,9,3,1,1,-3110,7,0,0,0,0,1,0,1,0
126,10.36,9,3,1,0,6613,18,0,0,0,0,0,0,1,0
127,38.85,9,3,0,1,3605,11,0,1,0,1,0,0,1,0
128,38.85,10,3,0,0,3984,16,2,0,0,1,1,0,2,0
129,20.72,10,3,0,1,612,6,1,0,0,1,0,0,1,0
130,38.85,10,3,0,0,2349,17,0,1,0,1,1,0,1,0
131,12.95,10,2,1,0,4100,21,0,1,0,1,0,0,1,0
132,38.85,10,3,1,1,-4105,12,0,0,0,1,1,0,1,0
133,11.01,10,3,0,1,-4905,7,4,0,0,1,0,0,1,0
134,31.08,10,2,0,1,-2061,13,0,0,0,1,0,0,1,0
135,12.95,10,3,1,1,3020,7,0,0,0,1,1,0,1,0
136,12.95,10,0,0,0,783,6,0,0,0,1,0,0,1,0
137,12.95,10,3,0,1,2942,9,9,0,0,1,0,0,1,0
138,0,10,4,1,0,5065,10,4,1,0,1,1,0,200,0
139,59.4,10,0,0,0,-769,31,0,0,0,0,0,0,1,0
140,10.36,10,0,0,1,-12578,26,0,0,0,0,0,0,2,0
141,38.85,10,3,0,0,3799,32,1,1,0,0,1,0,2,0
142,38.85,10,0,0,1,219,9,9,0,0,1,1,0,1,0
143,38.85,10,3,0,1,-2499,7,1,0,0,1,1,0,1,0
144,12.95,10,0,0,1,-2246,10,0,0,0,1,0,0,1,0
145,12.95,10,3,0,1,-4905,7,4,0,0,1,0,0,1,0
146,31.08,10,3,0,0,361,27,0,0,0,1,1,0,1,0
147,12.95,10,3,1,1,6284,9,9,1,0,0,0,0,1,0
148,38.85,10,2,0,1,-2679,19,2,1,0,1,0,0,1,0
149,12.95,10,3,0,1,-339,9,9,0,0,1,1,0,1,0
150,38.85,10,3,1,0,261,31,1,1,0,0,1,0,2,0
151,12.95,10,3,0,1,2655,24,2,0,0,0,0,0,2,0
152,36.26,10,3,1,1,5772,27,0,0,0,1,1,0,1,0
153,38.85,10,3,0,1,-272,14,0,0,0,0,1,0,1,0
154,38.85,10,3,0,1,-1603,6,0,0,0,1,0,0,1,0
155,12.95,10,0,0,1,5641,6,3,0,0,1,0,0,2,0
156,10.36,11,3,1,1,-1060,10,3,0,0,1,0,0,1,0
157,31.08,11,3,0,1,5559,24,0,0,0,1,1,0,1,0
158,12.95,11,3,0,0,7497,12,6,0,0,1,1,0,4,0
159,12.95,11,3,0,1,3845,6,2,0,0,0,0,0,1,0
160,12.95,11,3,1,0,3422,8,0,0,0,1,1,0,1,0
161,38.85,11,3,0,0,1741,17,0,0,0,1,0,0,1,0
162,12.95,11,3,1,1,5281,10,0,0,0,1,1,0,1,0
163,12.95,11,1,0,1,191,12,6,0,0,1,1,0,3,0
164,12.95,11,2,1,1,1038,7,0,0,0,1,1,0,2,0
165,49.95,11,2,0,0,3994,6,0,1,0,1,0,0,1,0
166,0,11,4,1,0,-4455,7,2,0,0,1,1,1,30,0
167,0,11,4,0,0,4614,8,3,0,0,1,1,0,1600,0
168,49.95,11,3,0,1,1394,7,0,0,0,0,0,0,2,0
169,10.36,11,3,0,1,5938,6,0,0,0,1,0,0,1,0
170,12.95,11,3,1,0,4433,9,0,0,0,0,0,0,1,0
171,38.85,11,3,1,1,3015,9,9,0,0,1,1,0,1,0
172,10.36,11,3,1,1,4683,16,0,0,0,0,0,0,1,0
173,12.95,11,2,0,1,-5068,6,2,0,0,0,0,0,2,0
174,38.85,11,3,0,0,4633,24,0,0,0,0,0,0,1,0
175,12.95,11,3,1,1,-589,9,2,0,0,1,1,0,2,0
176,38.85,11,3,1,0,5779,9,3,1,0,1,0,0,2,0
177,12.95,11,2,1,1,-2432,7,2,0,0,1,1,0,2,0
178,38.85,11,3,1,0,-1101,24,0,0,0,0,0,0,1,0
179,12.95,11,3,0,1,2685,23,0,0,0,1,1,0,1,0
180,24.95,11,3,1,0,1823,19,0,0,0,0,0,0,1,0
181,12.95,11,3,1,0,-4471,20,0,0,0,1,1,0,1,0
182,11.01,11,3,0,1,2685,23,0,0,0,1,1,0,1,0
183,11.01,11,3,0,1,2685,23,0,0,0,1,1,0,1,0
184,10.36,11,3,1,1,-3424,7,0,0,0,0,1,0,1,0
185,31.08,11,3,0,0,4573,22,5,0,0,0,0,0,1,0
186,10.36,11,3,1,1,-4900,25,0,0,0,0,0,0,1,0
187,12.95,11,2,1,1,1091,8,1,0,0,0,0,0,2,0
188,38.85,11,2,0,0,3994,6,0,1,0,1,0,0,1,0
189,38.85,11,2,0,0,4762,13,2,0,0,1,0,0,1,0
190,38.85,11,3,1,1,-1334,16,0,0,0,1,0,0,1,0
191,38.85,11,3,0,0,6076,7,1,0,0,1,0,0,2,0
192,12.95,11,2,0,1,-178,8,0,0,0,1,0,0,1,0
193,38.85,11,3,0,1,5425,8,4,0,0,1,1,0,1,0
194,12.95,11,3,1,0,246,28,0,0,0,0,0,0,1,0
195,38.85,11,2,1,1,1140,10,3,0,0,1,1,0,1,0
196,12.95,11,3,1,1,4569,9,9,0,0,0,0,0,2,0
197,12.95,11,3,0,1,467,9,0,0,0,1,1,0,2,0
198,38.85,11,3,0,1,1761,8,0,1,0,1,0,0,1,0
199,12.95,11,3,1,1,1084,9,9,0,0,1,1,1,2,0
200,25.9,11,3,0,0,2207,9,0,0,0,1,1,0,1,0
201,31.08,11,3,0,1,4371,8,2,1,0,0,0,0,1,0
202,10.36,12,2,0,1,-390,6,0,0,0,0,0,0,1,0
203,12.95,12,3,1,1,776,25,0,0,0,1,1,0,2,0
204,11.65,12,1,0,0,1275,24,0,0,0,1,0,0,1,0
205,38.85,12,3,0,0,5366,16,0,0,0,1,0,0,1,0
206,12.95,12,2,0,1,3964,9,0,0,0,1,0,0,1,0
207,38.85,12,3,0,1,235,7,0,0,0,1,0,0,1,0
208,38.85,12,2,1,0,2625,19,2,0,0,1,0,0,1,0
209,12.95,12,2,0,1,2233,17,4,0,0,0,1,0,3,0
210,31.08,12,3,1,1,874,7,0,0,0,1,1,1,2,0
211,12.95,12,3,0,1,2574,7,2,0,0,0,1,0,1,0
212,10.36,12,2,1,1,4462,8,0,1,0,1,0,0,1,0
213,38.85,12,3,1,0,-2705,8,2,0,0,1,0,0,1,0
214,31.08,12,2,0,1,-5437,8,0,0,0,0,0,0,1,0
215,31.08,12,2,1,0,2015,16,2,1,0,0,0,0,1,0
216,12.95,12,3,1,0,5228,14,0,0,0,1,1,0,1,0
217,38.85,12,3,1,1,1666,8,0,0,0,0,0,0,2,0
218,12.95,12,0,0,1,2420,7,0,0,0,1,0,0,1,0
219,31.08,12,3,1,1,4028,6,1,0,0,0,0,0,1,0
220,38.85,12,2,1,0,5423,25,0,0,0,0,1,0,1,0
221,10.36,12,3,0,1,-1571,24,0,0,0,0,0,0,1,0
222,38.85,12,2,1,0,6066,9,0,0,0,0,0,0,1,0
223,12.95,12,3,1,1,-439,18,4,1,0,1,0,0,1,0
224,12.95,12,2,0,1,5741,7,4,0,0,1,1,0,2,0
225,12.95,12,3,1,1,4023,16,0,0,0,0,0,0,2,0
226,12.95,12,2,0,0,-6755,16,0,0,0,0,0,0,2,0
227,12.95,12,3,1,1,-651,8,2,0,1,0,0,0,1,0
228,49.95,12,3,1,1,-286,12,0,0,0,0,1,0,1,0
229,38.85,12,3,1,0,3291,19,2,1,0,1,1,0,1,0
230,12.95,12,3,0,1,2202,11,0,0,0,1,1,0,2,0
231,39.96,12,0,0,0,-1420,24,0,0,1,1,1,0,1,0
232,25.9,12,3,1,1,-938,23,0,0,0,0,0,0,1,0
233,38.85,12,0,0,1,-2672,8,0,0,0,0,0,0,1,0
234,12.95,12,3,0,1,2202,11,0,0,0,1,1,0,2,0
235,49.95,13,3,1,0,1766,13,3,0,0,1,0,0,2,0
236,20.72,13,3,1,0,3925,6,3,1,0,1,0,0,1,0
237,25.9,13,0,0,1,-496,8,0,0,0,0,0,0,2,0
238,12.95,13,2,1,0,6924,13,3,0,0,0,0,0,2,0
239,38.85,13,3,0,1,478,9,9,0,0,0,0,0,2,0
240,38.85,13,3,0,1,4164,6,4,0,0,0,0,0,1,0
241,25.9,13,3,0,1,-376,6,0,0,0,1,0,0,2,0
242,25.9,13,3,1,1,2221,8,4,0,0,0,1,0,1,0
243,12.95,13,3,1,1,5054,9,0,1,0,1,1,0,3,0
244,12.95,13,3,0,1,2202,11,0,0,0,1,1,0,2,0
245,12.95,13,3,1,1,5054,9,0,1,0,1,1,0,3,0
246,38.85,13,3,1,1,540,10,0,0,0,0,1,0,2,0
247,12.95,13,2,1,0,-3248,21,0,0,0,0,1,0,1,0
248,38.85,13,3,0,1,-1118,9,9,0,0,1,1,0,1,0
249,23.31,13,3,0,1,5819,26,0,1,0,1,1,0,1,0
250,25.9,13,3,1,0,1975,27,0,0,0,0,0,0,1,0
251,38.85,13,3,1,0,5220,16,0,0,0,0,0,0,2,0
252,38.85,13,2,0,1,-14986,6,4,1,0,1,1,0,1,0
253,12.95,13,3,0,1,3691,10,2,0,0,1,1,0,1,0
254,12.95,13,0,0,0,-9570,31,0,0,0,0,0,0,1,0
255,38.85,13,2,1,1,771,7,0,0,0,1,1,0,4,0
256,49.95,13,3,0,1,1793,11,0,0,0,0,0,0,1,0
257,38.85,13,3,0,0,3534,24,0,0,0,1,0,0,1,0
258,38.85,13,2,1,1,-3707,7,2,0,0,1,1,0,1,0
259,38.85,13,3,0,1,4691,7,0,0,0,1,0,0,2,0
260,49.95,13,3,0,0,187,9,1,0,0,1,1,0,1,0
261,12.95,13,2,0,1,-60,20,4,0,0,1,1,0,1,0
262,12.95,13,2,0,0,2544,21,0,0,0,1,1,0,1,0
263,12.95,13,3,1,1,-142,8,0,0,0,0,0,0,2,0
264,38.85,13,3,0,1,690,9,9,0,0,0,0,0,2,0
265,10.36,13,0,0,1,2004,16,0,0,0,0,0,0,2,0
266,11.65,13,3,0,1,5080,21,0,0,0,1,0,0,1,0
267,10.36,13,3,0,1,6092,9,0,0,0,1,1,0,3,0
268,12.95,13,3,0,1,-738,12,0,0,0,0,0,0,1,0
269,0,13,4,0,0,-296,10,3,0,0,1,1,0,1,0
270,59.4,13,3,0,1,586,21,5,0,0,1,1,0,2,0
271,12.95,13,3,1,1,4849,10,0,0,0,0,0,0,1,0
272,0,13,4,0,1,507,7,0,0,0,1,0,0,1,1
273,12.95,13,3,0,0,5881,11,0,0,0,1,1,0,1,0
274,12.95,13,3,1,1,4849,10,0,0,0,0,0,0,1,0
275,12.95,13,2,1,1,5118,20,4,1,0,1,1,0,1,0
276,12.95,14,2,0,0,-4230,8,0,0,0,0,0,0,2,0
277,38.85,14,2,1,1,5123,18,0,0,0,1,0,0,1,0
278,12.95,14,3,0,1,-1462,10,0,1,0,0,0,0,1,0
279,12.95,14,3,0,1,-722,12,0,0,0,0,0,0,3,0
280,10.36,14,2,1,1,387,18,0,0,0,0,0,0,1,0
281,12.95,14,3,0,1,-1462,10,0,1,0,0,0,0,1,0
282,38.85,14,3,0,1,4865,11,4,0,0,0,1,0,1,0
283,10.36,14,0,1,1,2329,13,0,1,0,1,1,0,1,0
284,38.85,14,2,1,0,309,32,2,0,0,1,1,0,1,0
285,38.85,14,2,0,0,-1425,16,3,0,0,1,0,0,1,0
286,38.85,14,3,0,1,3052,12,0,0,0,1,1,0,1,0
287,12.95,14,3,1,0,4046,18,0,1,0,0,0,0,1,0
288,38.85,14,0,1,0,-5575,22,0,0,0,1,1,0,1,0
289,12.95,14,3,1,0,3416,20,4,0,0,1,1,0,1,0
290,12.95,14,3,0,0,4459,20,0,0,0,0,0,0,1,0
291,38.85,14,3,1,1,-8179,18,0,0,0,0,0,0,1,0
292,38.85,14,3,1,1,-2257,6,0,0,0,1,1,0,1,0
293,38.85,14,2,0,1,4649,10,0,0,0,0,0,0,1,0
294,25.9,14,3,0,1,1793,11,0,0,0,0,0,0,1,0
295,12.95,14,2,1,1,2989,9,0,0,0,1,1,0,2,0
296,10.36,14,2,1,1,4157,9,2,0,0,1,0,0,1,0
297,12.95,14,3,0,1,2587,10,0,0,0,0,0,0,1,0
298,12.95,14,2,0,1,5441,6,0,0,0,0,0,0,1,0
299,12.95,14,3,0,1,2788,6,2,0,0,0,0,0,1,0
300,10.36,14,3,1,1,-5049,13,2,0,0,0,0,0,1,0
301,59.4,14,3,1,1,259,9,4,0,0,0,0,0,2,0
302,11.01,14,0,0,1,-291,9,0,0,0,1,1,0,2,0
303,38.85,14,3,1,0,812,26,2,0,0,1,0,0,1,0
304,38.85,14,3,0,1,-7224,8,0,0,0,1,0,0,1,0
305,38.85,14,3,0,1,-5806,8,0,0,0,1,0,0,1,0
306,38.85,14,0,0,1,-471,10,0,1,0,1,0,0,1,0
307,33.03,14,2,0,0,-8811,15,1,1,0,1,1,0,1,0
308,38.85,14,2,1,0,5861,30,0,1,0,1,0,0,1,0
309,25.9,14,3,1,0,5205,20,1,1,0,0,1,0,1,0
310,12.95,14,3,1,1,4971,11,0,0,0,0,0,0,1,0
311,38.85,14,0,0,0,-9570,31,0,0,0,0,0,0,1,0
312,12.95,14,3,0,1,3306,9,9,0,0,0,0,0,1,0
313,49.95,14,3,1,0,1130,6,1,0,0,0,0,0,2,0
314,59.4,14,3,0,1,1467,10,4,0,0,1,0,0,2,0
315,38.85,14,2,0,1,471,23,0,0,0,0,0,0,1,0
316,12.95,14,3,1,1,3066,9,0,0,0,1,1,0,2,0
317,31.08,14,2,1,1,3532,11,1,0,0,1,1,0,3,0
318,38.85,14,3,0,1,4144,7,0,0,0,1,1,0,1,0
319,11.01,14,3,0,1,-1845,25,0,0,0,0,0,0,1,0
320,38.85,14,0,1,0,2252,9,0,0,0,1,0,0,1,0
321,10.36,14,2,0,1,-2958,7,0,0,0,1,1,0,1,0
322,0,14,4,1,0,3904,22,2,0,0,0,0,0,1,0
323,38.85,14,3,1,0,940,28,0,0,0,1,1,0,1,0
324,12.95,14,2,0,1,3839,8,2,0,0,1,1,1,1,0
325,10.36,14,3,1,1,-5049,13,2,0,0,0,0,0,1,0
326,10.36,14,3,1,1,1053,18,0,1,0,0,1,0,1,0
327,0,14,4,1,0,3904,22,2,0,0,0,0,0,1,0
328,0,15,4,1,0,3904,22,2,0,0,0,0,0,1,0
329,38.85,15,3,1,1,1637,7,0,1,0,1,1,0,1,0
330,38.85,15,3,0,1,4156,13,0,0,0,0,0,0,2,0
331,12.95,15,3,1,1,3972,11,0,0,0,0,0,0,2,0
332,10.36,15,2,0,1,-2958,7,0,0,0,1,1,0,1,0
333,11.01,15,3,1,1,2576,9,4,0,0,1,0,0,1,0
334,49.95,15,2,1,1,5187,9,0,0,0,0,0,0,1,0
335,12.95,15,2,0,1,276,23,2,0,0,1,1,0,1,0
336,12.95,15,0,0,1,3571,9,2,1,0,0,0,0,1,0
337,38.85,15,3,0,1,608,9,0,0,0,1,1,0,1,0
338,38.85,15,1,1,0,5141,29,0,0,0,1,1,0,1,0
339,12.95,15,3,1,1,842,9,0,0,0,1,0,0,1,0
340,38.85,15,3,0,0,4079,7,0,0,0,1,1,0,2,0
341,12.95,15,3,1,1,3972,11,0,0,0,0,0,0,2,0
342,25.9,15,3,1,0,-7154,21,4,0,0,1,0,0,1,0
343,12.95,15,2,1,1,2379,8,1,0,0,0,1,0,1,0
344,38.85,15,0,0,1,-139,10,0,0,0,1,1,0,1,0
345,38.85,15,3,1,0,1400,28,0,0,0,1,1,0,2,0
346,38.85,15,2,0,1,1473,11,0,0,0,1,0,0,1,0
347,49.95,15,3,0,0,-4221,8,0,0,1,0,1,0,1,0
348,25.9,15,3,1,1,-6445,9,0,0,0,0,1,0,1,0
349,39.96,15,3,0,0,3060,10,0,0,0,0,0,0,1,0
350,49.95,15,3,0,0,1948,24,0,0,0,0,1,0,1,0
351,12.95,15,0,0,0,-7602,29,0,0,0,0,0,0,1,0
352,31.08,15,3,0,1,-9264,9,9,0,0,0,0,0,1,0
353,38.85,15,3,1,1,-2847,9,9,0,0,1,1,1,2,0
354,11.01,15,3,1,1,-9844,8,2,0,0,0,1,0,3,0
355,38.85,15,3,0,0,-4304,19,0,0,0,0,0,0,1,0
356,12.95,15,3,1,0,5489,10,2,0,0,0,1,0,1,0
357,38.85,15,0,1,0,-5385,24,0,0,0,0,0,0,1,0
358,25.9,15,3,0,1,529,7,0,0,0,1,1,0,2,0
359,25.9,15,4,1,0,55,19,0,0,0,0,1,0,1,0
360,0,15,4,1,0,-3483,11,0,0,0,1,1,0,3278,0
361,38.85,15,0,1,1,-3520,12,0,0,0,0,0,0,1,0
362,12.95,15,2,0,0,2497,7,0,0,0,0,0,0,2,0
363,59.4,15,3,0,1,-3720,7,0,0,1,1,1,0,2,0
364,12.95,15,3,1,1,-2860,7,1,0,0,0,1,0,2,0
365,10.36,16,3,1,1,1400,7,0,0,0,1,1,0,2,0
366,12.95,16,3,0,1,4936,20,2,1,0,1,1,0,1,0
367,12.95,16,3,1,0,-2500,25,4,0,0,0,0,0,1,0
368,12.95,16,3,0,1,-312,9,0,0,0,0,1,0,1,0
369,12.95,16,0,1,0,-4877,17,1,0,0,0,0,0,1,0
370,12.95,16,2,0,1,1063,7,1,0,0,1,0,0,1,0
371,12.95,16,0,0,1,1588,10,0,0,0,1,0,0,1,0
372,12.95,16,0,0,1,2972,9,9,0,0,0,0,0,1,0
373,38.85,16,2,0,0,-6229,22,1,0,0,1,0,0,1,0
374,38.85,16,3,1,0,-6013,16,3,0,0,1,0,0,1,0
375,49.95,16,3,1,1,1737,9,9,0,0,1,1,0,1,0
376,11.01,16,2,1,1,2662,7,0,1,0,1,1,0,1,0
377,49.95,16,3,0,0,-3976,8,0,0,0,1,0,0,1,0
378,31.08,16,3,1,1,5883,14,0,0,0,0,0,0,1,0
379,38.85,16,3,0,1,-181,14,4,0,0,1,1,0,2,0
380,31.08,16,0,1,0,-5831,17,0,0,0,0,0,0,1,0
381,38.85,16,3,1,0,-1402,17,0,0,0,0,0,0,1,0
382,12.95,16,2,1,1,1073,8,0,0,1,1,1,0,1,0
383,12.95,16,3,0,1,2895,9,0,1,0,1,1,0,2,0
384,38.85,16,2,0,0,-1338,25,0,0,0,1,1,0,1,0
385,38.85,16,3,1,1,3617,12,4,0,0,0,0,0,2,0
386,59.4,16,3,0,0,-1866,10,0,0,0,1,0,0,2,0
387,12.95,16,2,1,1,1265,11,0,0,0,0,1,0,1,0
388,49.95,16,2,1,1,3360,7,0,0,0,0,0,0,1,0
389,38.85,16,2,1,1,2278,20,3,0,0,1,1,0,1,0
390,12.95,16,3,1,1,2662,7,0,1,0,1,1,0,1,0
391,12.95,16,2,0,1,2327,9,0,0,0,0,0,0,3,0
392,20.72,16,2,0,1,4802,12,4,1,0,0,1,0,2,0
393,12.95,16,0,0,0,-6079,18,0,0,0,1,1,0,1,0
394,12.95,16,3,1,1,4453,8,0,1,0,1,0,0,1,0
395,49.95,16,3,0,0,-1629,13,0,0,0,0,0,0,2,0
