,amount,hour1,field1,field2,flag1,field3,field4,field5,indicator1,indicator2,flag2,flag3,flag4,flag5,targets
19621,12.95,3,3,1,1,-5554,9,9,0,0,0,1,1,1,0
54414,39.96,15,3,0,0,421,12,0,0,0,1,1,0,1,0
61397,12.95,23,3,0,1,-4704,9,4,0,0,1,1,0,1,0
77908,38.85,16,0,0,0,3450,7,1,0,0,0,0,0,1,0
56866,38.85,15,3,0,0,3663,16,1,0,0,1,1,0,1,0
3151,12.95,0,3,0,1,5661,8,3,0,0,0,1,0,1,0
65916,31.08,11,3,1,1,-7520,9,9,0,0,1,1,0,1,0
3975,38.85,16,3,0,0,-6588,26,0,0,0,1,1,0,1,0
92791,38.85,16,4,0,0,1492,7,0,0,0,1,1,0,5,0
23612,38.85,13,1,0,0,-7380,16,0,0,0,1,0,0,1,0
94513,38.85,8,0,1,0,-247,20,0,0,0,0,0,0,1,0
12837,38.85,17,2,0,1,1802,9,0,0,0,1,0,0,1,0
38208,38.85,0,3,0,0,696,13,0,0,0,1,1,0,2,0
49433,31.08,18,0,0,1,2946,7,0,0,0,0,1,0,1,0
27537,38.85,9,3,0,1,2199,9,0,0,0,0,0,0,2,0
13912,49.95,16,3,1,0,1240,23,0,0,0,1,1,0,2,0
85176,12.95,14,3,0,1,2153,6,0,0,0,1,1,1,1,0
32983,12.95,15,2,0,1,4829,19,0,1,0,0,0,0,1,0
2567,49.95,21,3,1,0,-3722,7,0,0,0,1,1,0,1,0
37233,38.85,23,3,0,1,-441,10,0,0,0,1,1,0,1,0
14229,25.9,22,3,1,1,3257,13,0,0,0,1,1,0,1,0
55397,38.85,14,2,1,1,-2119,6,0,0,0,1,1,0,1,0
88734,38.85,14,3,0,1,2277,9,0,0,0,0,0,0,2,0
38108,10.36,20,0,0,1,-953,8,0,0,0,0,0,0,1,0
12600,12.95,14,2,0,1,2949,8,1,0,0,0,0,0,1,0
55771,38.85,18,3,1,1,-298,17,3,0,0,1,0,0,2,0
84384,12.95,18,3,0,1,4695,20,4,0,0,1,1,0,1,0
90508,12.95,23,4,1,1,3752,9,0,0,0,0,0,0,1,0
47389,12.95,23,3,1,0,7841,21,0,0,0,1,1,0,1,0
31552,38.85,8,0,0,1,2822,10,0,0,0,1,1,0,1,0
63699,38.85,11,3,0,0,-1863,28,1,0,0,1,0,0,1,0
3119,12.95,23,3,0,0,3954,22,0,0,0,1,1,0,1,0
83314,10.36,8,3,1,0,-1155,20,0,0,0,1,1,0,1,0
46200,12.95,12,1,0,1,2222,7,0,0,0,0,0,0,1,0
8679,24.95,20,3,1,0,4307,18,1,0,0,0,0,0,1,0
16555,25.9,18,3,0,0,6592,24,0,0,0,0,0,0,1,0
77358,12.95,11,3,1,0,1175,9,0,0,0,0,0,0,3,0
49812,12.95,8,3,0,1,1083,10,0,0,0,1,0,0,1,0
62539,31.08,12,3,0,1,5847,7,0,0,0,1,1,0,2,0
48154,10.36,17,0,0,1,2360,21,0,0,0,1,0,0,1,0
26686,49.95,14,2,0,0,3283,20,0,0,0,1,0,0,1,0
23570,12.95,13,3,1,1,-3335,9,9,0,0,1,0,0,2,0
40836,38.85,17,3,0,0,-2494,20,0,0,0,0,0,0,1,0
82919,59.4,17,3,1,1,5712,13,2,0,0,1,1,0,1,0
30452,38.85,17,0,0,1,-3141,8,0,0,0,0,0,0,1,0
70399,11.01,16,0,0,1,-5915,6,0,0,0,0,0,0,2,0
17189,12.95,13,0,0,0,801,15,2,0,0,0,0,0,1,0
27843,12.95,13,2,0,1,2078,11,4,0,0,1,0,0,1,0
37837,11.01,15,3,0,1,-2072,17,2,0,0,0,0,0,1,0
28573,38.85,7,2,1,1,3237,6,2,0,0,0,0,0,1,0
59142,12.95,15,3,0,1,-2694,7,0,0,0,0,0,0,1,0
33719,49.95,5,3,1,0,-4099,16,3,1,0,1,0,0,1,0
76177,12.95,21,3,1,1,-3026,9,9,0,0,1,0,0,2,0
25589,11.01,16,2,0,1,1169,16,0,1,0,0,0,0,2,0
68047,38.85,13,2,1,0,5814,18,0,0,0,0,1,0,1,0
7152,12.95,22,0,0,1,-8,11,4,0,0,1,0,0,1,0
93078,12.95,22,4,1,0,-1866,12,4,0,0,1,1,0,1,0
82112,10.36,5,3,1,1,1848,10,0,0,0,1,1,0,2,0
78974,10.36,13,3,0,1,1640,19,1,0,0,0,0,0,1,0
4750,12.95,14,3,1,1,6349,8,0,1,0,0,1,0,1,0
56535,39.96,12,3,0,0,2261,9,0,0,0,1,0,0,1,0
87896,11.01,23,3,0,1,-451,7,0,0,0,1,0,0,1,0
80001,38.85,9,3,1,1,2854,24,0,0,0,1,1,0,1,0
1342,38.85,13,3,1,1,3429,9,9,1,0,0,0,0,1,0
57086,12.95,18,1,1,1,1558,8,0,0,0,0,0,0,2,0
1560,31.08,17,3,1,1,-16634,12,4,0,0,1,0,0,1,0
74501,11.01,21,2,0,1,3837,8,0,0,0,0,0,0,1,0
27919,38.85,14,2,0,0,-3347,21,0,1,0,0,0,0,1,0
21193,12.95,9,2,1,1,1187,8,2,0,0,0,0,0,2,0
49334,12.95,17,2,0,0,-3846,16,4,0,0,1,1,0,1,0
13482,12.95,10,2,1,0,-5416,30,0,0,0,0,0,0,1,0
41172,49.95,0,3,1,0,5477,25,2,0,0,1,0,0,1,0
44469,38.85,17,3,0,0,3222,21,0,0,0,0,0,0,1,0
29360,38.85,18,2,1,1,2342,8,1,0,0,0,1,0,1,0
21182,38.85,9,3,0,0,248,22,2,0,0,1,1,0,1,0
25189,10.36,12,3,1,1,-6441,7,0,0,0,1,1,0,2,0
45781,12.95,21,3,0,1,1510,26,0,0,0,0,0,0,1,0
6239,38.85,0,3,1,0,410,19,1,0,0,1,1,0,1,0
21176,12.95,9,2,0,1,-598,6,0,0,0,1,0,0,1,0
87448,31.08,13,0,0,0,1479,7,6,0,0,1,0,0,1,0
33575,38.85,22,2,1,0,-193,15,2,0,0,1,0,0,1,0
4349,12.95,9,3,1,1,1478,10,1,0,0,0,0,0,2,0
25437,12.95,14,2,1,0,-2854,10,2,0,0,0,0,0,1,0
55393,12.95,14,3,1,0,-11929,17,0,0,0,1,1,0,1,0
51497,38.85,13,3,0,1,-1409,9,9,0,0,1,0,1,1,0
75860,10.36,13,3,0,1,747,14,0,0,0,1,1,0,1,0
81740,12.95,17,3,1,0,-803,16,2,0,0,0,0,0,1,0
79769,11.01,22,2,1,1,-2886,7,1,0,0,0,0,0,2,0
10292,49.95,16,3,0,0,-6678,27,0,0,0,1,0,0,1,0
20420,10.36,15,3,0,0,5225,25,0,0,0,1,0,0,1,0
16853,12.95,9,2,0,1,4327,10,2,0,0,0,0,0,2,0
17656,12.95,19,0,1,1,-6687,9,9,0,0,0,0,0,1,0
9321,11.01,17,3,1,1,-1446,10,0,0,0,1,0,0,1,0
89360,12.95,13,3,1,0,3554,19,0,0,0,0,0,0,1,0
70226,49.95,15,2,1,0,1832,29,0,0,0,1,1,0,1,0
107,12.95,7,3,0,1,4394,11,2,0,0,0,1,0,1,0
22871,49.95,15,2,1,0,183,17,0,0,0,1,0,0,1,0
9374,38.85,19,3,1,0,-1443,20,0,0,0,0,1,0,1,0
40525,38.85,13,2,1,1,-1724,31,0,1,0,1,1,0,1,0
43896,11.65,10,3,1,0,-4630,20,1,0,0,1,1,0,2,0
16436,38.85,15,3,0,0,4405,22,0,0,0,0,0,0,1,0
79864,38.85,0,3,1,1,3675,11,0,0,0,1,1,0,3,0
36387,49.95,10,3,0,0,-1368,26,0,0,0,1,0,0,1,0
45504,25.9,16,2,0,1,4102,6,0,1,0,0,1,0,1,0
66756,38.85,7,2,1,0,6463,25,0,0,0,0,0,0,1,0
59690,12.95,9,3,0,1,219,11,4,0,0,1,0,0,1,0
63039,38.85,18,2,0,0,-4978,21,2,0,0,1,0,0,1,0
48477,38.85,21,3,1,1,3267,10,10,1,0,1,1,0,1,0
38398,12.95,10,3,1,1,3724,11,0,0,0,1,0,0,2,0
57714,12.95,11,3,0,0,-4546,19,0,0,0,1,1,0,1,0
1333,12.95,13,3,1,0,-1275,27,0,0,0,0,0,0,1,0
8684,12.95,20,3,1,0,205,23,0,0,0,0,0,0,1,0
3688,38.85,9,2,0,1,-1212,10,3,0,0,0,1,0,1,0
59586,12.95,0,3,0,0,-8776,24,0,0,0,0,0,0,1,0
10822,12.95,1,3,1,0,4541,20,0,1,0,0,0,0,1,0
74217,10.36,16,2,1,1,1894,29,0,0,0,0,1,0,4,0
73729,12.95,10,2,1,0,4205,21,4,0,0,0,0,0,1,0
26672,12.95,14,0,0,0,-65,22,0,0,0,1,1,0,1,0
62382,10.36,11,3,0,1,5735,7,0,0,0,0,0,0,1,0
45223,38.85,13,3,1,1,4236,7,2,0,1,1,1,0,1,0
44924,38.85,8,2,1,1,-970,8,0,1,0,0,0,0,1,0
13067,38.85,20,2,0,0,3316,22,0,0,0,1,0,0,1,0
88558,49.95,12,3,1,0,2368,21,4,0,0,1,0,0,1,0
948,12.95,1,3,0,1,4305,6,0,0,0,0,0,0,2,0
50069,12.95,11,3,0,1,1962,9,0,0,0,0,1,0,1,0
83536,38.85,13,2,0,0,-4345,8,8,0,0,1,1,0,1,0
20834,12.95,20,2,1,1,489,20,0,0,0,1,1,0,1,0
38966,49.95,20,3,0,1,5976,7,2,1,0,0,0,0,1,0
12257,38.85,9,3,1,1,3869,11,4,0,0,1,1,0,1,0
70237,20.72,15,0,0,1,984,13,0,0,0,0,0,0,3,0
80408,12.95,15,3,0,0,4336,24,0,1,0,1,1,0,1,0
85095,38.85,13,2,1,0,3481,22,0,0,0,1,0,0,1,0
49084,38.85,14,0,1,0,-4213,20,0,0,0,1,0,0,1,0
29138,11.01,15,2,1,1,-307,10,0,0,0,1,1,1,1,0
40500,12.95,13,3,0,1,7059,27,0,0,0,0,0,0,2,0
29640,10.36,1,3,1,1,4245,10,3,0,0,0,0,0,2,0
24003,12.95,23,3,1,0,4979,17,3,0,0,0,1,0,1,0
42519,12.95,6,3,0,1,-42,20,0,0,0,1,0,0,1,0
58632,12.95,8,2,0,1,3125,9,4,0,0,1,1,0,1,0
91406,12.95,16,4,0,0,3664,21,4,0,0,0,0,0,1,0
63899,38.85,13,2,1,1,3133,22,0,0,0,1,1,0,1,0
22092,12.95,20,3,1,1,-4424,8,0,0,0,1,0,0,1,0
31572,12.95,9,0,0,1,-967,8,0,0,1,0,0,0,1,0
30387,38.85,16,3,0,0,5490,21,0,0,0,1,0,0,1,0
10369,38.85,17,3,0,0,5872,17,0,0,0,1,0,0,2,0
52018,38.85,19,3,1,1,529,10,2,0,0,1,0,0,8,0
24651,38.85,20,1,0,0,625,15,0,0,0,1,1,0,1,0
59640,38.85,7,3,1,0,2520,22,0,0,0,1,1,0,1,0
3921,38.85,15,3,1,0,1209,21,0,1,0,1,0,0,1,0
81386,38.85,13,2,0,0,-2786,21,0,0,0,1,0,0,2,0
6927,38.85,17,1,0,0,5332,10,4,0,0,0,0,0,1,0
56247,10.36,8,0,1,0,-2012,24,2,0,0,1,1,0,1,0
71527,38.85,13,0,1,1,5789,20,2,0,0,1,1,0,1,0
2371,38.85,16,3,1,1,-444,13,0,0,0,1,1,0,1,0
91033,31.08,18,3,1,0,-4861,23,2,0,0,0,0,0,1,0
30833,49.95,8,2,1,0,3114,7,2,0,0,1,0,0,1,0
82548,10.36,12,2,0,1,-390,6,0,0,0,0,0,0,1,0
92726,12.95,12,4,0,0,-8322,15,0,0,0,1,0,0,1,0
43022,12.95,14,2,0,0,-3831,23,0,0,0,1,0,0,1,0
67022,12.95,11,3,1,0,-1714,21,2,0,0,1,1,0,1,0
52699,10.36,13,2,0,1,3124,12,4,0,0,0,0,0,1,0
68907,49.95,11,2,1,0,2545,23,0,1,0,1,1,0,1,0
4943,11.01,17,0,0,1,2717,7,0,0,0,0,0,0,1,0
19792,10.36,9,2,0,1,4387,8,0,0,0,1,1,0,1,0
67505,12.95,17,0,0,1,-5214,12,12,0,0,1,1,0,1,0
5860,12.95,16,3,1,0,4786,19,2,0,0,1,1,0,1,0
53851,12.95,18,0,1,1,-3984,6,0,0,0,0,0,0,1,0
62798,11.01,15,3,0,1,765,10,0,0,0,1,0,0,1,0
81174,31.08,11,3,1,1,1330,11,0,0,0,0,0,0,1,0
58467,38.85,21,2,1,0,-2937,17,3,0,0,1,0,0,1,0
41252,10.36,7,3,0,1,-2313,15,0,0,0,0,0,0,1,0
9168,38.85,14,3,0,0,5,18,0,0,0,1,1,0,2,0
64211,38.85,17,3,0,1,-7663,9,4,0,0,0,0,0,1,0
11446,38.85,15,2,0,1,2927,9,1,0,0,1,0,0,1,0
73058,38.85,15,3,0,0,-694,9,0,0,1,0,1,0,1,0
25013,0,10,4,1,0,313,24,1,0,1,0,0,0,2,0
42857,11.01,12,2,1,0,1158,22,0,0,0,0,0,0,1,0
55822,25.9,19,3,0,0,5238,23,3,0,0,1,0,0,1,0
40374,38.85,12,3,0,1,3983,14,0,0,0,0,1,0,1,0
72881,38.85,13,2,0,1,2197,11,1,0,0,0,0,0,1,0
70028,12.95,13,2,1,1,6197,10,2,0,0,0,0,0,2,0
70521,12.95,18,3,0,0,2789,23,0,1,0,0,0,0,2,0
71573,12.95,13,3,1,0,900,25,0,0,0,0,0,0,1,0
76876,38.85,20,2,0,0,425,18,2,0,0,1,1,0,2,0
29082,38.85,14,3,1,1,-3189,7,4,0,0,1,0,0,1,0
29745,38.85,8,3,0,0,2805,16,0,0,0,1,0,0,1,0
42159,12.95,19,3,1,0,1521,15,1,0,0,1,1,0,1,0
21614,12.95,14,3,1,1,4002,7,0,0,0,0,0,0,2,0
1495,38.85,16,3,0,0,2241,28,0,1,0,1,1,0,1,0
63827,38.85,12,2,1,1,2285,7,0,1,0,1,1,0,2,0
19600,38.85,1,2,0,1,3991,8,0,0,0,0,0,0,1,0
37440,38.85,10,2,0,0,-2235,22,0,0,0,1,1,0,1,0
10258,12.95,15,0,0,1,1538,12,0,0,0,0,0,0,1,0
63400,12.95,6,3,1,1,4738,8,4,0,0,0,0,0,1,0
30788,12.95,5,3,0,1,2243,8,0,1,0,1,1,1,1,0
71344,10.36,12,3,0,1,3290,10,4,0,0,1,0,0,1,0
9961,12.95,12,3,0,1,2106,11,0,1,0,1,1,0,1,0
56999,20.72,17,3,1,1,-3418,12,5,0,0,1,0,0,1,0
9674,12.95,8,3,1,1,5729,15,0,0,0,1,0,0,1,0
63766,31.08,11,2,0,1,3880,8,0,0,0,1,1,0,1,0
75564,10.36,3,2,1,1,1728,10,0,0,0,0,0,0,1,0
62638,38.85,13,3,1,1,5174,8,0,1,0,1,1,0,1,0
56,12.95,5,3,0,0,2221,20,2,0,0,1,0,0,1,0
10399,38.85,17,0,0,1,2428,6,1,0,0,1,0,0,1,0
58665,10.36,9,2,0,1,4027,20,0,0,0,0,0,0,1,0
7413,11.01,10,3,0,1,4837,27,0,0,0,0,0,0,2,0
34097,31.08,12,2,1,1,801,8,2,0,0,1,1,0,2,0
27282,12.95,21,2,1,1,-986,10,0,0,0,0,0,0,1,0
91427,38.85,13,1,0,0,-2400,7,0,0,0,1,1,0,3,0
71093,38.85,9,3,0,1,-1621,11,0,0,0,1,0,0,2,0
35649,10.36,15,2,0,1,779,10,0,0,0,1,1,0,1,0
32192,10.36,1,2,0,0,2832,17,0,0,0,0,0,0,1,0
66239,12.95,15,2,0,1,4057,9,0,0,0,0,0,0,1,0
28300,38.85,20,3,1,1,3311,8,0,0,0,1,1,0,1,0
23792,38.85,17,2,1,0,4497,12,4,0,0,1,0,0,1,0
60877,38.85,11,3,0,1,68,11,0,0,0,1,1,0,1,0
61619,12.95,10,3,0,1,4269,11,4,0,0,0,1,0,1,0
10831,12.95,3,2,1,0,2759,21,0,1,0,1,1,0,1,0
53048,25.9,17,2,0,1,905,8,0,0,0,0,0,0,2,0
92476,38.85,7,4,0,0,415,7,3,0,0,1,0,0,1,0
68490,10.36,21,3,1,1,4364,7,0,0,0,1,1,0,2,0
67972,12.95,11,3,1,1,4319,14,0,0,0,0,0,0,1,0
33361,25.9,18,2,1,1,-6070,10,2,0,0,1,1,0,3,0
12427,12.95,12,3,0,1,-2588,8,1,0,0,1,1,0,1,0
59497,12.95,21,3,1,1,1641,9,0,0,0,1,0,0,2,0
49191,12.95,15,3,1,1,3612,17,2,0,0,1,1,0,1,0
42796,12.95,11,3,1,0,5085,21,4,0,0,0,0,0,1,0
20536,12.95,16,3,1,1,858,9,9,1,0,1,1,0,1,0
75324,10.36,18,3,0,1,2084,20,2,0,0,1,1,0,1,0
11905,12.95,21,3,1,1,-2416,14,0,0,0,0,0,0,1,0
82091,38.85,2,3,1,0,912,11,6,0,0,1,1,0,1,0
1497,38.85,16,2,1,1,940,7,0,1,0,0,0,0,1,0
41825,38.85,15,3,0,0,3397,13,0,0,0,0,0,0,1,0
85977,38.85,9,3,0,1,3758,10,2,0,0,1,1,0,1,0
68180,12.95,15,3,0,1,2374,24,0,0,0,1,0,0,1,0
51294,34.95,10,3,0,0,673,16,0,0,0,1,0,0,1,0
57495,25.9,9,0,0,1,-7371,9,9,0,0,1,0,0,1,0
42214,12.95,20,3,0,1,2251,9,0,0,0,0,1,0,1,0
75662,12.95,9,3,1,0,3367,21,0,1,0,0,0,0,1,0
54589,49.95,19,3,0,1,-1736,6,0,0,0,0,0,0,2,0
34078,12.95,12,3,1,1,2139,9,0,0,0,1,0,0,2,0
57220,10.36,20,3,0,1,591,13,0,0,0,0,0,0,2,0
57306,25.9,22,2,1,1,1450,7,0,0,0,0,0,0,2,0
61634,38.85,11,2,0,0,2651,17,0,0,0,1,1,0,1,0
77493,12.95,12,2,0,1,2235,7,0,0,0,0,0,0,1,0
58951,38.85,13,3,1,1,-7776,23,0,0,0,0,0,0,1,0
61300,49.95,20,0,1,1,3718,9,2,0,0,0,0,0,2,0
41744,12.95,14,2,1,1,-2281,20,4,0,0,1,0,0,1,0
75441,12.95,21,3,0,1,708,10,0,0,0,1,1,0,1,0
10007,10.36,12,3,1,0,2356,25,0,0,0,1,1,0,1,0
60297,49.95,16,3,0,0,-4306,21,0,0,0,1,1,0,1,0
63057,12.95,18,3,1,0,6140,24,0,0,0,0,0,0,1,0
75604,12.95,7,3,0,0,1473,17,1,1,0,1,1,0,1,0
34334,12.95,14,3,1,0,-3648,17,0,0,0,1,1,0,1,0
4298,25.9,8,3,1,1,3361,10,2,0,0,1,1,0,1,0
79534,25.9,19,3,1,1,2768,11,4,0,0,1,0,0,2,0
60494,10.36,20,3,0,1,5354,9,2,0,0,0,0,0,3,0
87757,12.95,18,3,0,1,5605,9,0,0,0,0,0,0,1,0
10963,20.72,9,0,1,1,5494,19,0,0,0,1,0,0,1,0
17109,38.85,12,3,0,0,4237,19,0,0,0,1,0,0,1,0
67369,12.95,15,3,1,0,3264,20,4,0,0,0,0,0,2,0
59044,31.08,14,3,0,1,2996,9,0,0,0,1,1,0,2,0
87547,38.85,14,2,1,0,-2863,22,0,0,0,1,0,0,1,0
60296,38.85,16,2,1,0,4783,18,0,0,0,1,1,0,1,0
12009,12.95,22,3,0,1,3083,17,1,0,0,0,0,0,2,0
81286,12.95,12,3,0,1,-791,18,3,0,0,1,1,0,1,0
17271,12.95,14,2,1,0,-2044,21,0,0,0,1,1,0,1,0
45639,38.85,18,2,1,0,3998,21,0,0,0,1,0,0,1,0
6594,12.95,12,2,0,1,-3056,9,9,0,0,0,0,0,1,0
69021,38.85,14,2,0,0,1024,6,0,0,0,1,0,0,2,0
34448,12.95,15,3,1,1,1075,7,2,0,0,1,1,0,1,0
74378,38.85,19,3,1,1,5222,7,0,0,0,1,1,0,1,0
33005,12.95,15,3,0,0,3797,19,0,0,0,1,1,0,1,0
18292,38.85,11,3,1,1,-1026,8,0,0,0,1,0,0,1,0
91678,44.85,11,3,0,0,2060,23,1,0,0,1,1,0,1,0
87633,12.95,15,2,1,1,1798,7,0,0,0,1,1,0,1,0
62941,38.85,17,3,1,1,3325,13,0,0,0,0,0,0,1,0
486,38.85,14,3,1,0,4571,21,0,0,0,0,0,0,1,0
14272,10.36,23,3,1,0,4966,8,0,0,0,1,0,0,1,0
23219,12.95,23,3,0,1,4976,8,0,1,0,0,0,0,1,0
85143,12.95,13,2,0,1,1389,9,0,0,0,1,1,0,1,0
52944,38.85,16,3,1,0,-5129,25,0,0,0,1,1,0,1,0
55887,49.95,20,3,0,1,-7280,10,0,0,0,1,1,0,1,0
21338,25.9,11,2,1,1,-1115,9,9,0,0,1,0,0,1,0
20398,12.95,15,2,1,1,-2281,20,4,0,0,1,0,0,1,0
63541,10.36,9,2,0,1,282,8,1,0,0,0,0,0,1,0
86291,38.85,14,2,1,1,-1057,19,4,0,0,0,1,0,1,0
22225,12.95,0,0,0,1,-3750,10,0,0,0,0,0,0,2,0
36305,11.01,9,3,0,1,-1363,11,0,1,0,0,0,0,1,0
80897,12.95,2,3,1,0,6126,12,3,0,0,1,1,0,2,0
89424,38.85,14,3,1,0,-359,21,2,0,0,1,1,0,1,0
39001,38.85,21,2,0,0,3057,21,0,0,0,1,1,0,1,0
41080,25.9,21,3,1,0,4870,23,2,0,0,0,0,0,1,0
61996,12.95,21,3,0,0,2588,19,3,0,0,0,0,0,1,0
84844,49.95,10,3,0,0,420,28,0,0,0,1,1,0,1,0
59654,38.85,8,2,1,0,3381,15,4,0,0,1,1,0,1,0
20869,25.9,20,3,0,1,1005,8,2,0,0,0,0,0,2,0
88543,38.85,12,3,0,1,978,9,9,0,0,1,0,0,1,0
24340,38.85,13,2,1,0,-10272,18,4,0,0,0,0,0,1,0
3588,38.85,2,3,0,1,4737,10,0,0,0,0,0,0,1,0
65374,31.08,18,2,1,0,7031,15,3,0,0,1,1,0,1,0
23207,38.85,22,2,0,1,-1066,8,2,0,0,1,0,0,1,0
47700,12.95,11,3,0,1,267,21,4,0,0,1,1,0,2,0
15263,38.85,22,2,1,0,3347,19,1,1,0,0,1,0,1,0
81972,12.95,21,2,0,1,-6192,13,0,0,0,1,0,0,1,0
87869,12.95,22,2,1,1,-565,7,0,0,0,0,0,0,1,0
59628,38.85,6,3,1,0,-3725,15,0,0,0,0,0,0,1,0
79381,0,17,4,1,0,2357,16,0,0,0,0,0,0,1,0
60952,25.9,13,3,1,1,-2194,9,0,0,0,1,1,0,1,0
20363,11.01,14,3,0,1,631,23,2,0,0,0,0,0,1,0
76274,38.85,2,3,0,1,2334,8,0,0,0,1,0,0,1,0
89892,38.85,1,3,0,1,4867,11,3,0,0,0,0,0,1,0
35666,12.95,15,3,1,1,3729,8,0,0,0,0,0,0,1,0
90676,31.08,13,3,0,1,4588,20,0,0,0,0,0,0,1,0
16632,38.85,20,2,0,0,2060,20,2,1,0,0,0,0,1,0
52080,12.95,20,2,0,1,1459,10,0,0,1,0,0,0,2,0
38123,25.9,21,0,0,1,1786,17,0,0,0,1,0,0,1,0
10533,38.85,19,3,0,1,-250,9,0,0,0,1,0,0,1,0
56794,38.85,14,2,0,0,1094,12,0,0,0,0,0,0,1,0
22131,49.95,21,3,0,1,1690,7,0,0,0,0,0,0,1,0
41258,12.95,7,3,0,1,5875,26,0,0,0,1,0,0,1,0
42066,12.95,18,3,1,0,6936,19,4,0,0,1,0,0,1,0
47440,11.01,3,3,0,1,1993,8,0,1,0,0,0,0,1,0
60124,12.95,14,2,1,1,3429,18,0,0,0,1,1,0,2,0
55037,49.95,11,0,0,1,-1495,8,0,0,0,1,0,0,1,0
17263,12.95,14,3,0,1,4078,10,0,0,0,1,0,0,1,0
49833,38.85,8,3,0,1,1500,13,4,0,0,0,0,0,1,0
70550,10.36,18,3,1,1,4469,10,0,0,0,0,0,0,1,0
26891,10.36,16,3,0,1,1560,14,0,0,0,1,1,0,3,0
22869,49.95,15,2,1,0,2541,7,1,1,0,1,1,0,1,0
93336,38.85,14,4,0,0,-285,9,0,0,0,1,0,0,1,0
78827,12.95,11,3,0,1,-6386,10,5,0,0,1,1,0,1,0
32896,38.85,14,3,0,1,-2246,8,0,0,0,1,1,0,1,0
47371,12.95,23,3,0,1,-3051,7,0,0,0,0,0,0,2,0
61482,59.4,5,3,0,1,-4997,16,0,0,0,1,1,0,1,0
91646,35.88,6,0,1,1,3682,23,0,0,0,1,0,0,1,0
91636,14.95,13,2,0,0,-1481,19,0,0,0,1,1,0,1,0
