,amount,hour1,field1,field2,flag1,field3,field4,field5,indicator1,indicator2,flag2,flag3,flag4,flag5,targets
38699,38.85,15,2,1,1,1695,8,0,0,0,1,1,0,1,0
5275,38.85,0,3,1,1,4640,25,0,0,0,1,1,0,2,0
91208,10.36,1,2,1,1,-1065,7,0,0,0,0,0,0,2,0
81935,10.36,21,3,0,1,742,8,2,0,0,1,1,0,2,0
6171,38.85,22,3,0,1,1187,9,9,1,0,1,0,0,1,0
11275,0,13,4,1,0,5091,10,0,0,0,1,1,0,364,0
8857,49.95,4,0,0,1,1449,10,4,0,0,0,0,0,1,0
37204,38.85,22,3,0,0,-1994,20,1,0,0,0,1,1,1,0
11389,12.95,14,3,1,1,5350,10,0,0,0,0,0,0,1,0
51042,59.4,5,2,1,0,-5,15,0,0,0,1,0,0,2,0
27140,12.95,19,3,1,0,-1468,28,0,0,0,0,0,0,1,0
43990,38.85,11,2,0,0,3376,16,0,0,0,1,0,0,1,0
49359,38.85,17,2,0,1,2108,11,0,0,0,0,1,0,1,0
63995,49.95,14,3,0,0,720,31,0,0,0,0,0,0,1,0
42360,38.85,22,3,0,0,2497,16,1,0,0,1,0,0,1,0
77596,10.36,13,2,0,1,105,7,0,1,0,0,1,0,1,0
5248,12.95,23,0,0,1,651,8,2,0,0,0,0,0,1,0
88308,12.95,4,3,0,0,7750,21,0,0,0,1,1,0,1,0
89078,12.95,3,0,1,1,-3284,9,9,0,1,1,0,0,1,0
94359,49.95,18,2,1,0,4372,18,0,0,0,1,0,0,1,0
44394,25.9,16,2,0,1,-683,9,9,0,0,0,0,0,1,0
78597,49.95,9,3,1,0,6611,22,0,1,0,0,0,0,1,0
14654,49.95,12,1,0,0,-5247,9,0,0,0,0,0,0,1,0
49243,12.95,16,3,0,1,-7688,20,4,0,0,1,1,0,2,0
15314,38.85,3,3,0,1,217,10,4,0,0,0,0,0,1,0
75490,12.95,22,2,0,0,843,24,0,0,0,1,1,0,2,0
26796,38.85,15,3,0,1,4149,10,5,1,0,0,0,0,1,0
40315,10.36,11,3,0,1,612,6,1,0,0,1,0,0,1,0
50757,49.95,19,3,0,0,3147,22,0,0,0,0,1,0,1,0
66154,12.95,13,3,1,1,4734,6,0,1,0,0,0,0,1,0
44806,20.72,0,3,0,1,3027,17,4,0,0,1,1,0,1,0
58016,12.95,15,3,1,0,234,36,0,0,0,0,0,0,1,0
57360,59.4,23,2,0,0,-3236,23,0,0,0,1,1,0,1,0
9817,12.95,10,3,0,1,1761,23,0,0,0,1,0,0,1,0
89408,25.9,14,0,1,1,2803,8,2,1,0,0,0,0,1,0
39001,38.85,21,2,0,0,3057,21,0,0,0,1,1,0,1,0
82775,12.95,15,1,1,1,6145,7,0,1,0,1,1,0,1,0
57288,12.95,22,3,0,1,-590,8,4,0,0,1,0,0,1,0
66634,38.85,22,3,0,0,-7824,20,4,0,0,0,0,0,1,0
52458,38.85,10,3,0,1,2526,10,4,1,0,1,1,0,1,0
75214,38.85,16,3,0,0,4645,23,0,0,0,0,0,0,1,0
87128,49.95,8,2,1,0,-316,29,0,0,0,1,1,0,2,0
93638,38.85,8,4,0,1,2438,12,0,0,0,1,1,0,1,0
82486,12.95,12,2,0,0,5554,22,0,0,0,0,1,0,1,0
64281,59.4,18,1,0,0,-381,8,0,0,0,0,0,0,1,0
9643,38.85,6,3,1,0,5565,23,0,1,0,1,0,0,1,0
84209,10.36,14,2,0,1,5680,7,0,0,0,0,0,0,1,0
61246,12.95,18,3,1,1,6539,17,2,1,0,1,0,0,1,0
26513,25.9,12,2,1,1,1401,10,0,0,0,0,1,0,2,0
23143,20.72,20,2,0,1,3340,6,0,0,0,1,1,0,1,0
969,12.95,5,2,1,0,1508,23,3,0,0,0,1,0,1,0
36864,10.36,16,0,0,1,-4254,20,0,0,0,0,0,0,1,0
50075,49.95,11,3,0,1,75,22,0,0,1,1,1,0,1,0
93695,12.95,14,4,0,1,3480,8,2,1,0,0,0,0,1,0
33861,25.9,9,3,0,1,4176,20,1,0,0,1,1,0,1,0
77851,10.36,16,3,0,1,3687,19,0,0,0,0,0,0,2,0
75774,38.85,11,2,0,0,-2881,22,0,0,0,1,0,0,1,0
51705,12.95,15,2,1,1,3682,11,0,0,0,0,0,0,2,0
88843,49.95,17,3,1,0,3328,10,2,0,0,0,0,0,1,0
28018,38.85,15,3,1,0,3217,14,0,0,0,1,0,0,1,0
33420,12.95,19,3,0,1,5222,18,0,0,0,1,0,0,2,0
36902,34.97,17,3,1,0,-1792,20,0,0,0,0,0,0,1,0
6627,38.85,13,3,1,0,-282,15,0,0,0,1,1,0,1,0
41528,38.85,11,0,0,1,3778,13,0,0,0,0,0,0,2,0
31942,38.85,17,2,1,0,-4096,15,0,0,0,1,1,0,1,0
60619,12.95,0,3,1,0,-258,26,0,0,0,1,0,0,2,0
40623,38.85,14,3,0,0,-6075,18,0,0,0,1,1,0,1,0
14239,12.95,22,3,1,0,1745,22,0,0,0,1,1,0,2,0
40940,12.95,18,2,0,1,2528,6,0,0,0,0,0,0,2,0
78601,12.95,9,0,0,0,6184,28,0,1,0,0,0,0,1,0
26520,38.85,12,3,0,0,-6787,21,2,0,1,1,0,0,2,0
7406,38.85,10,3,0,0,3558,19,8,0,0,0,1,0,1,0
47075,12.95,15,2,0,0,-3371,11,0,0,0,0,1,0,2,0
32923,38.85,14,2,0,0,-959,20,0,0,0,0,0,0,1,0
10233,38.85,15,3,1,0,3364,25,0,0,0,1,0,0,1,0
36140,12.95,0,3,0,1,-88,8,0,1,0,1,1,0,1,0
85493,12.95,18,3,0,1,2091,9,0,0,0,0,0,0,1,0
57333,12.95,23,0,1,1,949,8,1,0,0,0,0,0,1,0
54970,38.85,10,3,1,0,5099,25,0,0,0,0,0,0,1,0
53479,12.95,10,3,1,0,5299,21,0,0,0,0,0,0,1,0
43602,38.85,23,3,0,1,6623,9,0,0,0,1,1,0,1,0
13975,12.95,17,3,0,1,-477,11,4,0,0,0,0,0,1,0
54125,12.95,9,3,1,1,1269,9,1,1,0,0,0,0,1,0
64214,12.95,17,2,0,1,93,8,0,0,0,1,1,0,1,0
22208,38.85,23,2,0,0,-2340,20,1,0,0,1,0,0,1,0
44588,12.95,19,3,1,1,-1342,11,0,0,0,1,0,0,1,0
79933,31.08,7,3,0,1,779,10,4,0,0,0,1,0,1,0
6811,31.08,15,3,0,0,5059,6,0,1,0,0,0,0,1,0
41128,12.95,22,3,0,0,-4014,18,2,0,0,1,1,0,1,0
56413,12.95,10,2,0,1,2949,8,1,0,0,0,0,0,1,0
9788,49.95,10,3,1,0,-2275,25,0,0,0,1,0,0,1,0
93791,12.95,10,4,0,0,1919,6,1,0,0,1,1,0,2,0
25845,12.95,19,3,0,0,-4841,24,0,0,0,0,0,0,1,0
24210,38.85,10,2,0,1,-8,17,0,0,0,1,1,0,1,0
68368,12.95,20,3,1,0,2430,21,3,0,0,0,0,0,1,0
56344,12.95,9,3,1,1,4879,14,0,0,0,0,0,0,1,0
10923,49.95,9,3,0,0,3212,8,4,1,0,0,0,0,1,0
30312,38.85,15,3,0,1,-296,19,1,0,0,0,0,0,2,0
75815,12.95,12,3,0,1,4995,28,0,1,0,1,0,0,1,0
80855,38.85,23,3,1,1,1346,8,0,0,0,0,0,0,1,0
42203,12.95,19,2,1,0,1872,10,0,1,0,1,0,0,1,0
45499,38.85,16,0,1,1,1982,21,0,0,0,0,1,0,1,0
2648,12.95,4,3,0,0,7301,9,3,0,0,1,0,0,2,0
17059,38.85,12,0,0,1,4463,9,0,0,0,0,0,0,2,0
61959,12.95,20,0,0,0,-457,17,0,0,0,1,1,0,2,0
12570,12.95,14,3,0,1,5605,8,0,1,0,1,1,0,1,0
50510,38.85,16,1,0,1,4436,10,0,0,0,0,0,0,6,0
32725,12.95,13,2,1,0,4054,25,0,0,0,1,0,0,1,0
1056,12.95,9,3,0,1,-4850,6,0,0,0,0,0,0,1,0
71245,12.95,11,3,1,0,3322,8,0,0,0,1,0,0,2,0
9000,49.95,11,2,0,0,-6410,7,0,0,0,0,0,0,2,0
93781,12.95,20,4,1,1,3931,12,0,0,0,0,0,0,1,0
57287,38.85,21,3,1,1,4736,10,0,0,0,0,0,0,1,0
74464,38.85,21,3,1,0,3773,17,0,0,0,1,1,0,1,0
52443,38.85,9,2,0,1,-2341,9,0,0,0,0,0,0,2,0
69394,38.85,21,2,1,1,194,11,0,0,0,1,0,0,1,0
955,31.08,2,3,0,1,4010,7,0,0,0,0,0,0,1,0
50501,12.95,16,3,1,1,4919,11,0,1,0,1,0,0,2,0
29652,12.95,1,2,0,0,4660,14,3,1,0,0,1,0,1,0
17594,10.36,18,2,0,1,4298,16,3,1,0,1,1,0,1,0
90808,38.85,14,3,0,1,4600,8,0,0,0,0,0,0,1,0
64819,31.08,11,3,0,1,4449,7,4,0,0,0,0,0,1,0
90744,38.85,14,3,0,0,6987,21,0,0,0,0,0,0,4,0
56009,12.95,22,1,1,1,-1910,8,0,0,0,0,0,0,2,0
32779,38.85,13,3,0,0,5594,8,1,0,1,1,1,0,1,0
2791,38.85,11,3,1,1,681,7,0,0,0,1,0,0,2,0
40696,38.85,15,3,1,0,5869,17,0,0,0,0,1,0,1,0
1361,11.01,13,3,1,1,-4580,8,0,0,0,0,0,0,1,0
55613,38.85,17,3,1,0,-2991,15,0,0,0,1,1,0,1,0
13057,12.95,20,0,1,1,447,20,0,0,0,1,1,0,1,0
11206,12.95,12,3,1,0,3793,22,0,0,0,1,0,0,1,0
91138,38.85,11,3,0,0,50,31,0,0,0,1,0,0,1,0
58446,20.72,21,3,0,1,5325,9,2,0,0,0,0,0,1,0
76520,31.08,12,0,0,1,3514,7,0,0,0,1,0,0,1,0
53707,10.36,15,2,0,1,1720,6,0,1,0,1,1,0,2,0
28043,25.9,16,3,0,1,4358,9,2,0,0,0,0,0,1,0
11485,25.9,15,3,0,1,2705,27,0,0,0,0,0,0,1,0
19640,38.85,5,3,0,1,5396,8,0,0,0,1,1,0,1,0
11290,12.95,13,2,0,1,1798,10,1,0,0,0,1,0,2,0
9017,12.95,11,3,0,0,2482,17,4,0,0,1,0,0,1,0
90121,12.95,18,4,1,1,2067,7,0,0,0,1,1,1,2,0
7779,38.85,16,3,0,1,5357,10,0,1,0,1,1,0,1,0
69708,12.95,9,3,1,1,5511,17,0,0,0,1,0,0,1,0
72199,31.08,20,2,0,0,6913,12,0,0,0,0,0,0,1,0
4322,12.95,8,1,1,1,-4424,8,2,0,0,0,0,0,1,0
41080,25.9,21,3,1,0,4870,23,2,0,0,0,0,0,1,0
23549,10.36,12,2,1,1,3629,9,9,0,0,0,1,1,2,0
24643,12.95,19,3,0,0,4521,8,0,0,0,1,1,0,2,0
73261,10.36,18,1,0,0,-32265,21,0,0,0,0,0,0,1,0
75648,38.85,9,3,1,0,-6686,23,0,0,0,1,1,0,1,0
14561,12.95,11,3,1,0,-7352,25,0,0,0,0,0,0,1,0
82086,12.95,1,3,0,1,3678,19,2,0,0,0,0,0,2,0
8902,12.95,8,2,0,1,-7433,8,2,0,0,0,0,0,1,0
60410,38.85,18,3,1,0,-1487,16,0,0,0,1,0,0,1,0
43725,38.85,7,3,0,1,4398,14,0,0,0,0,1,0,1,0
15682,38.85,14,3,1,0,-1122,19,0,0,0,1,1,0,1,0
86799,38.85,21,3,0,0,-1499,18,3,0,0,0,0,0,1,0
56312,12.95,9,3,0,1,4961,7,4,1,0,0,0,0,1,0
24307,38.85,12,0,0,1,324,10,0,0,0,0,0,0,1,0
20142,12.95,12,0,1,0,5141,7,2,0,0,1,1,0,3,0
48506,10.36,22,3,0,1,-3530,15,1,1,0,1,1,0,1,0
47782,38.85,12,3,0,1,3411,8,0,0,0,0,0,0,1,0
83333,20.72,8,2,1,1,2253,29,0,1,0,1,0,0,1,0
80767,12.95,21,2,0,0,434,20,0,0,0,1,1,0,1,0
51742,38.85,15,3,0,0,-1828,23,0,0,0,1,1,0,1,0
52816,12.95,14,3,0,1,1950,17,2,0,0,1,0,0,2,0
2639,12.95,2,3,0,1,3845,6,2,0,0,0,0,0,1,0
51128,12.95,8,3,0,1,2636,10,0,0,0,0,1,0,2,0
33620,38.85,23,3,0,0,-2752,19,1,0,0,1,0,0,2,0
50293,59.4,14,3,1,1,3492,25,2,0,0,1,0,0,1,0
54559,12.95,18,1,0,0,3222,8,0,0,0,0,0,0,2,0
22467,12.95,10,2,0,0,1913,8,0,0,0,1,1,0,1,0
85323,38.85,15,3,1,0,4397,21,1,0,0,0,0,0,1,0
45674,10.36,19,0,1,1,-1281,9,9,0,0,0,0,0,2,0
12950,25.9,18,3,1,0,6178,21,2,0,0,1,1,0,1,0
57493,12.95,9,3,1,0,6754,21,2,0,0,1,1,0,1,0
66017,12.95,12,2,1,1,5832,7,5,0,0,0,0,0,1,0
23262,38.85,0,2,0,1,221,15,0,0,0,1,0,0,1,0
71753,12.95,15,3,1,0,-2582,18,0,0,0,0,0,0,2,0
69524,38.85,2,0,1,0,-4883,22,0,0,0,0,0,0,1,0
32253,12.95,7,3,0,1,4656,6,3,0,1,0,0,0,1,0
30868,12.95,9,3,0,1,116,7,2,0,0,0,0,0,1,0
38944,12.95,20,0,0,1,-794,9,9,0,0,0,0,0,1,0
91880,11.96,10,2,0,1,2237,9,0,0,0,1,1,0,1,0
26385,38.85,11,3,0,0,-8718,18,0,0,0,1,0,0,1,0
26964,10.36,17,2,0,1,-17,6,0,0,0,0,0,0,1,0
93449,12.95,16,4,1,1,-4097,9,1,0,0,1,1,0,1,0
75138,12.95,15,3,1,0,3684,9,0,0,0,0,0,0,1,0
81327,12.95,12,2,0,1,1353,11,8,0,0,1,0,0,1,0
29097,12.95,14,0,0,0,2998,16,3,0,0,0,0,0,1,0
41706,38.85,14,3,1,0,223,25,0,0,0,0,0,0,2,0
68637,25.9,23,3,0,0,2244,20,0,0,0,0,0,0,1,0
92835,12.95,15,4,0,1,1006,8,0,0,0,1,1,0,1,0
84003,31.08,9,3,1,1,2175,7,0,0,0,0,1,0,2,0
20771,38.85,19,3,1,1,-2193,8,5,0,0,1,1,0,1,0
91327,38.85,21,3,1,0,1632,19,4,0,0,1,1,0,1,0
80047,31.08,10,2,0,1,3340,6,0,0,0,1,1,0,1,0
46425,12.95,16,2,0,0,5508,21,0,0,0,0,0,0,1,0
42042,11.01,17,3,1,0,2851,18,0,1,0,0,0,0,1,0
35139,12.95,8,3,0,1,1978,6,0,0,0,1,1,0,1,0
28629,12.95,8,3,1,1,-641,29,0,0,0,1,1,0,2,0
61637,38.85,11,0,1,0,-3040,14,0,0,0,1,1,0,1,0
91608,44.85,18,3,0,1,3653,13,4,0,0,1,1,0,2,0
11062,38.85,11,0,0,1,-4698,13,0,0,0,1,1,0,1,0
93316,12.95,22,4,1,0,1410,6,0,0,0,0,0,0,2,0
12127,38.85,3,3,0,0,4619,28,0,1,0,1,0,0,1,0
14899,0,15,4,0,0,811,26,0,0,1,0,0,0,1,0
85535,25.9,18,3,1,0,-4959,20,0,0,0,1,1,0,1,0
28885,12.95,12,3,0,1,3949,7,0,0,0,1,0,0,1,0
88422,38.85,9,3,0,1,3408,9,4,0,0,1,1,0,1,0
47500,10.36,8,3,1,1,-380,22,3,0,0,1,1,0,1,0
84328,12.95,16,3,0,1,2640,10,0,0,0,1,1,0,1,0
82972,12.95,18,0,0,1,-3563,16,0,0,0,0,0,0,1,0
41204,12.95,2,3,0,0,1319,22,4,0,0,1,1,0,2,0
89945,12.95,7,2,0,1,-1119,8,0,0,0,0,0,0,4,0
94029,38.85,18,3,1,0,-222,11,2,0,0,0,1,0,6,0
84758,38.85,9,3,1,0,4584,10,3,0,0,1,1,0,2,0
21938,31.08,18,3,0,1,3514,7,0,0,0,1,0,0,1,0
10581,38.85,20,3,1,0,-1513,31,0,0,0,1,0,0,1,0
1718,38.85,20,3,0,0,4671,8,1,0,0,1,0,0,1,0
59008,25.9,13,3,1,0,1448,15,0,0,0,1,0,0,1,0
87396,12.95,12,0,1,1,4209,24,0,0,0,1,0,0,1,0
8192,12.95,9,2,0,0,3195,21,0,0,0,0,0,0,1,0
54822,12.95,5,0,0,0,-1923,26,4,0,0,0,0,0,1,0
77741,12.95,15,3,0,0,2078,15,2,0,0,1,0,0,1,0
52786,12.95,14,3,0,0,-1935,24,0,0,0,1,1,0,1,0
32410,38.85,10,1,1,1,3660,10,0,0,1,1,1,0,1,0
21708,34.95,15,3,0,0,299,12,0,0,0,0,0,0,1,0
33607,38.85,22,3,1,0,-977,16,3,0,0,0,0,0,1,0
56263,12.95,8,3,0,1,-1680,9,9,0,0,1,1,0,3,0
39010,49.95,21,3,0,1,1874,8,0,0,0,1,0,0,1,0
4378,10.36,9,2,0,1,2301,9,4,0,0,1,0,0,1,0
83073,12.95,20,3,1,1,7727,16,2,0,0,1,1,0,4,0
75499,38.85,22,3,0,1,1476,7,0,0,0,0,0,0,1,0
93472,12.95,22,4,0,1,-2104,8,0,0,0,1,1,0,1,0
43112,49.95,15,3,1,0,48,7,0,0,1,1,1,0,1,0
69281,12.95,19,3,1,1,3018,7,0,1,0,1,1,0,1,0
9737,38.85,9,3,0,1,3862,9,0,0,0,1,1,0,2,0
45633,12.95,18,3,0,1,-1573,6,0,0,0,0,0,0,3,0
88904,12.95,19,2,0,0,2138,6,0,1,0,0,0,0,1,0
50935,12.95,22,0,0,1,2960,13,0,0,0,1,1,0,1,0
32060,38.85,20,3,1,0,6501,18,3,1,0,0,0,0,1,0
82697,20.72,14,3,0,1,-1403,9,9,0,0,0,0,0,1,0
26777,38.85,15,2,0,1,817,6,0,0,0,0,0,0,1,0
14759,0,14,4,1,0,3697,15,0,0,0,1,1,0,977,0
42509,12.95,5,3,0,1,-2987,6,0,0,0,0,0,0,1,0
58262,31.08,18,2,0,0,3385,22,4,0,0,0,0,0,1,0
88961,11.01,20,3,0,0,-4770,19,4,0,0,0,0,0,1,0
24361,38.85,13,2,0,0,-7837,8,0,0,0,0,0,0,2,0
76130,38.85,20,3,1,1,-4266,7,0,0,0,1,0,0,1,0
82440,12.95,11,0,0,1,-1412,19,0,0,0,0,0,0,1,0
21685,12.95,14,1,1,1,-4699,7,1,0,0,0,1,0,1,0
