,amount,hour1,field1,field2,flag1,field3,field4,field5,indicator1,indicator2,flag2,flag3,flag4,flag5,targets
34748,31.08,18,2,0,0,-1111,17,3,0,0,0,0,0,1,0
62473,12.95,12,0,1,1,146,9,2,1,0,0,0,0,2,0
25504,38.85,15,3,0,1,3729,6,0,0,0,1,0,0,1,0
6073,49.95,19,2,1,0,-2416,26,0,0,0,1,0,0,1,0
16815,10.36,8,2,1,1,4157,9,2,0,0,1,0,0,1,0
76909,38.85,20,3,1,1,3622,7,0,0,0,0,1,0,1,0
32051,12.95,20,2,1,0,-976,23,4,0,0,0,0,0,1,0
23849,12.95,19,3,0,0,4133,16,1,0,0,0,1,0,2,0
87657,38.85,16,3,1,1,4888,8,5,0,0,1,1,0,1,0
66757,12.95,7,3,0,1,1980,10,1,0,0,0,0,0,1,0
69400,38.85,21,3,0,0,3340,23,0,0,0,1,1,0,1,0
50343,10.36,14,2,1,1,-815,7,0,0,0,0,0,0,1,0
89393,38.85,13,3,0,0,3174,15,0,0,0,1,1,0,1,0
24264,12.95,11,1,1,0,-3769,21,4,0,0,0,0,0,1,0
50367,12.95,15,3,0,1,357,8,0,0,0,0,0,0,1,0
51611,38.85,14,3,1,0,3245,39,0,0,0,0,1,0,1,0
66548,31.08,20,3,0,1,3097,9,9,1,0,0,0,0,1,0
82412,0,11,4,0,0,-3163,16,0,0,0,0,0,0,1,0
61291,12.95,19,0,0,1,4763,9,2,1,0,0,0,0,1,0
65100,12.95,14,3,0,0,-3504,26,0,0,0,0,0,0,2,0
69153,12.95,17,3,1,0,-4073,15,0,0,0,1,1,0,1,0
32084,12.95,21,2,0,0,3657,25,2,1,0,1,1,0,1,0
17580,20.72,17,2,1,1,826,12,0,0,0,1,1,0,2,0
85319,39.96,15,3,1,0,2328,28,0,0,0,1,0,0,1,0
17613,25.9,18,2,1,1,-4946,7,2,0,0,0,0,0,1,0
63359,25.9,2,3,1,0,-4527,17,0,0,0,1,1,0,1,0
27659,31.08,11,2,0,1,4268,8,0,0,0,1,0,0,2,0
4232,12.95,23,3,1,1,602,10,4,0,0,0,0,0,2,0
67261,49.95,14,3,0,1,-581,10,0,0,1,1,1,0,1,0
50200,38.85,13,2,0,1,4491,8,0,0,0,0,1,0,3,0
58639,38.85,8,3,0,1,4855,12,0,1,0,0,0,0,1,0
27776,38.85,12,2,1,0,2709,22,0,1,0,1,1,0,1,0
69450,12.95,22,2,1,1,5464,11,2,0,0,0,0,0,2,0
13861,38.85,15,3,0,0,2159,21,0,1,0,1,1,0,1,0
58785,38.85,10,3,0,1,2210,9,9,0,0,0,0,0,1,0
44244,38.85,14,2,1,0,-1305,15,0,0,0,1,0,0,1,0
67094,10.36,12,2,1,0,-1129,20,0,0,0,0,1,0,1,0
126,12.95,8,0,0,1,-5704,17,2,0,0,1,1,0,1,0
82779,25.9,15,2,0,1,-2709,24,0,0,0,0,0,0,1,0
55416,31.08,14,3,1,1,4028,6,1,0,0,0,0,0,1,0
41022,12.95,20,3,1,1,-2339,8,0,0,0,0,0,0,2,0
34697,12.95,18,2,1,0,1893,10,1,0,0,0,0,0,2,0
86509,20.72,16,3,1,1,1861,25,0,0,0,1,1,0,1,0
14017,38.85,18,2,1,0,-1416,23,0,0,0,0,0,0,1,0
30464,38.85,17,3,0,0,3152,8,8,0,0,0,0,0,1,0
8925,38.85,9,3,0,0,207,18,0,0,0,0,0,0,1,0
42028,12.95,17,3,0,1,7041,10,6,0,0,1,1,0,1,0
67339,38.85,15,3,1,1,4280,8,0,0,0,0,0,0,2,0
11736,12.95,18,3,1,1,-5737,9,9,0,0,1,0,0,2,0
46036,38.85,9,1,1,0,3881,23,5,0,0,1,0,0,1,0
32860,10.36,14,2,0,1,2182,24,0,0,0,1,1,0,2,0
58233,38.85,17,3,1,0,-1399,15,0,0,0,1,0,0,1,0
8315,38.85,12,2,0,1,2283,7,0,0,0,0,0,0,1,0
49379,12.95,17,2,1,0,3231,23,2,0,0,0,1,0,1,0
74786,38.85,10,0,0,0,2482,21,0,0,0,1,1,0,1,0
4578,10.36,12,2,0,0,762,9,0,0,0,0,0,0,1,0
39940,25.9,0,3,1,1,3972,11,0,0,0,0,0,0,2,0
53921,38.85,20,2,0,0,1610,23,1,0,0,0,1,0,1,0
54279,12.95,12,2,0,0,4256,23,2,0,0,0,0,0,1,0
68564,39.96,22,2,1,0,6475,10,0,0,0,1,1,0,2,0
64991,12.95,13,3,0,1,1169,9,3,0,0,1,0,0,1,0
48791,38.85,10,3,0,1,1946,7,0,0,0,0,0,0,2,0
48255,38.85,18,3,1,1,2482,7,2,0,0,1,1,0,2,0
21484,38.85,13,2,0,1,3091,6,0,0,0,1,0,0,1,0
7347,38.85,10,2,0,0,666,20,1,0,0,0,1,0,1,0
17136,12.95,12,2,0,1,-1751,8,0,0,0,1,0,1,2,0
79187,25.9,15,0,0,0,-11243,11,2,1,0,1,0,0,1,0
9009,12.95,11,3,0,1,2630,26,0,0,0,1,1,0,1,0
56889,12.95,16,2,1,0,-2219,23,3,0,0,0,1,0,1,0
44905,12.95,8,3,1,0,3167,23,1,0,0,1,0,0,1,0
23657,38.85,14,2,0,1,-4135,8,0,0,0,0,0,0,1,0
56466,12.95,11,2,0,1,5830,8,1,0,0,1,1,0,1,0
61680,12.95,12,3,0,1,2985,8,1,0,0,0,0,0,1,0
60787,12.95,9,3,0,0,-1268,16,3,0,0,1,0,0,3,0
28997,38.85,13,3,1,0,3284,9,0,0,0,0,0,0,1,0
14729,38.85,13,3,0,1,-171,9,2,0,0,1,0,0,2,0
73528,38.85,23,0,0,1,2385,7,0,0,0,1,0,0,1,0
30424,12.95,16,2,0,0,-9018,17,0,0,0,0,0,0,1,0
47428,12.95,1,3,1,0,-1786,20,0,0,0,1,1,0,2,0
19320,38.85,20,0,0,1,1006,7,0,0,0,1,0,0,1,0
41728,38.85,14,3,0,0,-3223,7,2,0,0,0,1,0,1,0
44771,12.95,23,2,0,0,-1437,21,0,0,0,1,1,0,1,0
61209,12.95,17,3,1,1,-2458,9,0,0,0,0,0,0,2,0
13156,12.95,21,3,1,1,-4505,8,0,0,0,1,0,0,1,0
20302,12.95,14,2,1,0,3911,22,4,0,0,1,1,0,1,0
68540,12.95,21,2,1,0,-304,24,0,0,0,0,0,0,1,0
3902,12.95,14,0,0,1,37,9,3,1,0,0,0,0,1,0
18348,38.85,11,3,1,1,-678,18,2,0,0,1,1,0,1,0
77483,25.9,12,0,1,0,-1477,9,0,0,0,1,1,0,1,0
43837,10.36,9,3,0,1,4113,6,0,1,0,0,1,0,1,0
56424,38.85,11,0,0,0,-2963,17,0,0,0,1,1,0,1,0
51758,38.85,16,0,1,1,-1308,6,0,0,0,0,0,0,2,0
81465,0,14,4,0,1,-2431,6,0,0,0,1,1,0,1,0
74257,12.95,17,3,0,0,-567,25,0,0,0,0,0,0,1,0
30883,38.85,10,3,1,1,-3608,6,0,0,0,0,0,0,1,0
92995,12.95,15,4,0,1,3213,8,0,0,0,1,0,0,1,0
80881,12.95,0,3,1,1,-10819,18,1,0,0,0,0,0,1,0
51099,10.36,8,3,0,0,4914,15,0,0,0,1,1,0,2,0
21095,31.08,6,3,0,0,5135,21,0,0,0,0,1,0,1,0
33278,49.95,18,2,0,1,4166,11,2,0,0,0,0,0,1,0
29993,38.85,11,3,0,1,855,15,0,0,0,1,1,0,1,0
15472,11.01,11,3,1,0,2792,18,1,0,0,0,0,0,2,0
32040,38.85,20,3,0,1,2040,9,9,0,0,1,1,0,1,0
79284,49.95,16,3,1,0,4365,6,0,1,0,0,0,0,1,0
91113,38.85,16,3,0,0,3377,10,0,0,0,0,0,0,1,0
5077,38.85,19,3,0,1,2003,7,0,0,0,0,0,0,1,0
77856,12.95,16,3,0,1,4079,12,2,0,0,0,0,0,3,0
45024,38.85,10,3,0,0,-7332,22,1,0,0,1,0,0,1,0
12621,10.36,14,3,0,1,2887,9,9,0,0,1,1,0,1,0
48052,38.85,15,3,0,1,-2291,6,2,0,0,0,0,0,2,0
94655,38.85,20,0,0,0,-5883,15,0,0,0,1,1,0,1,0
45741,11.01,20,3,1,1,1780,19,0,0,0,1,0,0,2,0
42571,49.95,8,0,0,1,-1861,15,0,0,0,1,1,0,1,0
50331,38.85,14,3,0,1,-2476,9,9,0,0,1,1,0,1,0
34609,11.01,17,0,1,1,76,10,0,0,0,1,1,0,3,0
75561,33.67,3,3,1,1,-1703,22,0,0,0,1,0,0,1,0
33377,38.85,19,0,0,0,-8236,18,0,0,0,1,1,0,1,0
23547,38.85,12,3,1,1,-789,9,0,0,0,0,1,0,1,0
24936,12.95,9,3,0,0,-3362,17,0,0,0,1,1,0,2,0
14552,49.95,10,3,1,0,1192,12,0,0,0,1,0,0,1,0
61349,12.95,21,3,0,1,2022,22,2,0,0,0,0,0,1,0
15181,36.26,20,0,1,0,-2961,19,0,0,0,1,1,0,1,0
44589,12.95,19,3,1,1,2124,9,9,0,0,1,1,0,1,0
92547,12.95,21,4,0,1,5841,7,0,0,0,0,0,0,1,0
12919,36.26,18,2,1,1,3960,8,0,0,0,1,0,0,2,0
60752,10.36,8,0,0,1,3067,8,0,0,0,0,0,0,1,0
9417,12.95,19,3,1,0,-3287,26,3,0,0,1,1,0,3,0
66115,31.08,13,0,0,1,-5420,11,1,0,0,0,0,0,2,0
34136,12.95,12,3,1,1,3700,11,0,1,0,1,1,0,1,0
92335,12.95,8,4,0,1,-368,8,0,0,0,0,0,0,1,0
7428,11.01,11,3,1,1,5967,9,0,0,0,0,0,0,2,0
17444,31.08,16,3,0,1,3678,8,4,0,0,0,0,0,1,0
65356,38.85,18,2,0,0,-3293,16,3,0,0,1,0,0,2,0
17732,12.95,20,2,0,1,-4436,16,3,0,0,0,1,0,1,0
73763,10.36,10,3,1,0,6358,8,0,0,0,1,0,0,1,0
70873,12.95,3,3,1,0,1199,10,0,0,0,0,1,0,2,0
55509,38.85,15,3,1,1,4129,7,2,0,0,0,0,0,2,0
80365,12.95,14,2,0,1,4860,14,0,0,0,0,0,0,1,0
40344,38.85,11,0,0,0,2245,6,2,0,0,0,0,0,2,0
39718,12.95,19,3,1,0,-10336,23,0,0,0,0,0,0,1,0
42483,38.85,2,3,1,0,5469,16,0,0,1,0,0,0,2,0
84966,38.85,11,3,1,0,4168,32,0,0,0,1,0,0,1,0
70944,38.85,8,3,1,1,-4157,7,0,0,0,1,0,0,1,0
34956,12.95,22,3,0,1,-84,20,0,0,0,1,1,0,2,0
86927,9.71,22,3,0,0,3231,14,0,0,0,1,1,0,1,0
66315,12.95,15,3,1,1,1671,9,9,1,0,0,1,0,1,0
62069,12.95,1,2,1,1,5359,8,0,0,0,0,1,0,2,0
43909,31.08,10,2,1,1,-1910,15,0,0,0,0,0,0,2,0
7544,12.95,12,2,0,0,72,27,0,0,0,1,0,0,1,0
58146,10.36,16,3,0,1,589,24,0,0,0,0,0,0,1,0
91065,38.85,16,2,0,0,-1239,12,0,0,0,1,1,0,1,0
21800,38.85,16,2,0,1,1303,8,1,0,0,1,0,0,1,0
88611,38.85,13,3,1,1,73,11,0,0,0,1,1,0,2,0
19060,12.95,17,3,0,1,376,7,0,0,0,0,0,0,1,0
34055,25.9,11,3,1,1,4195,7,0,0,0,1,0,0,1,0
74535,12.95,22,3,1,1,1812,19,0,0,0,0,1,0,1,0
62540,12.95,12,3,1,1,3391,27,0,0,0,1,1,0,1,0
44987,12.95,10,3,0,0,-4790,20,2,0,0,0,0,0,1,0
2667,12.95,7,3,1,1,858,9,9,0,0,0,0,0,1,0
35178,49.95,9,2,1,0,4957,6,0,0,0,0,0,0,1,0
4400,12.95,10,2,0,1,2492,22,0,0,0,0,1,0,3,0
12473,20.72,12,2,1,1,4301,9,0,0,0,0,0,0,1,0
56583,38.85,12,3,1,0,-2128,29,0,0,0,0,0,0,1,0
21740,12.95,15,3,0,0,5908,20,0,0,0,1,1,0,1,0
37784,12.95,14,3,0,0,-314,10,0,0,0,1,1,0,2,0
10976,38.85,10,2,1,0,-2045,18,4,0,0,1,1,0,1,0
45008,33.67,10,3,0,0,3439,20,4,0,0,0,0,0,1,0
12285,38.85,9,3,1,0,518,22,0,0,0,0,0,0,1,0
83465,12.95,11,3,1,1,-11,9,9,0,0,1,1,0,4,0
14021,12.95,18,0,0,1,651,8,2,0,0,0,0,0,1,0
77155,38.85,7,3,0,1,3765,8,2,0,0,0,0,0,1,0
76256,25.9,0,3,1,0,-6345,9,2,1,0,0,0,0,1,0
69044,38.85,14,2,1,0,-3076,22,0,1,0,0,0,0,1,0
64744,11.01,10,2,1,1,1741,9,0,0,0,1,1,0,1,0
49626,38.85,21,1,0,1,-2045,8,0,0,0,1,1,0,1,0
49655,12.95,22,3,0,0,7449,18,0,0,0,0,1,0,1,0
35974,12.95,20,3,0,1,-3047,9,9,0,0,0,1,0,1,0
93928,10.36,14,4,1,1,2094,6,0,0,0,1,0,0,1,0
386,12.95,13,3,0,1,4961,7,4,1,0,0,0,0,1,0
63925,20.72,13,3,0,1,2763,8,0,0,0,1,1,0,2,0
22851,38.85,15,2,0,1,2277,9,0,0,0,0,0,0,2,0
88950,38.85,20,3,0,0,2306,11,4,0,0,0,0,0,2,0
74172,0,16,4,1,0,-714,22,0,0,0,0,0,0,1,0
23067,59.4,18,3,0,1,1724,7,0,0,0,0,0,0,1,0
21876,12.95,17,3,1,1,-3888,20,0,0,0,0,0,0,1,0
55515,10.36,15,3,0,0,2767,27,0,0,0,1,1,0,1,0
542,10.36,15,2,0,1,-2958,7,0,0,0,1,1,0,1,0
70364,12.95,16,3,0,0,-1591,22,0,0,0,1,0,0,1,0
80202,12.95,12,3,1,0,-3389,28,0,0,0,0,0,0,2,0
25288,59.4,13,0,1,0,2079,18,1,0,0,0,0,0,1,0
42255,25.9,20,3,1,1,4261,9,3,1,0,1,0,0,2,0
67754,49.95,0,3,0,1,2696,22,0,0,0,0,0,0,1,0
77509,12.95,12,3,1,0,2558,21,0,0,0,0,0,0,1,0
12808,12.95,16,3,0,0,7737,13,1,0,0,0,0,0,1,0
48262,38.85,18,0,1,0,2998,8,0,1,0,1,0,0,1,0
3144,38.85,0,3,1,1,-7023,7,0,0,0,1,0,0,1,0
33591,25.9,22,3,0,1,5442,8,0,0,0,0,0,0,1,0
86938,49.95,22,3,0,0,-551,8,0,0,0,0,0,0,2,0
11929,12.95,21,1,1,0,-4644,15,1,0,0,0,0,0,1,0
27001,31.08,17,3,0,1,779,10,4,0,0,0,1,0,1,0
4371,38.85,9,0,0,0,-1352,22,5,0,0,1,0,0,1,0
45625,10.36,18,2,1,1,4479,12,0,0,0,0,1,0,2,0
78067,49.95,18,2,0,0,-2537,9,2,0,0,1,0,0,1,0
11243,12.95,13,3,1,1,1693,8,4,0,0,1,1,0,1,0
52552,49.95,11,2,1,0,-5306,8,0,0,0,0,1,0,1,0
63538,12.95,9,0,0,1,-6433,10,2,0,0,1,1,0,1,0
6429,38.85,10,2,1,0,1317,27,0,0,0,1,1,0,1,0
41699,38.85,13,1,0,1,-12522,6,0,0,0,0,0,0,3,0
32179,12.95,0,3,1,1,-1550,9,9,0,0,1,0,0,2,0
74246,49.95,17,2,0,1,4730,14,0,0,0,1,0,0,1,0
45115,25.9,11,3,1,1,3911,14,0,0,0,1,1,0,2,0
66440,12.95,17,2,1,1,4025,6,0,0,0,0,0,0,2,0
70233,12.95,15,2,0,0,-6883,9,1,0,0,0,0,0,1,0
71319,12.95,11,3,1,0,-348,9,6,0,0,1,0,0,1,0
38048,12.95,19,3,1,0,2664,19,0,0,0,1,0,0,1,0
72200,49.95,21,3,0,0,422,13,0,0,0,1,1,0,1,0
3874,11.65,13,3,1,1,-7258,7,4,0,0,1,1,0,1,0
20533,12.95,16,3,0,1,3587,10,3,0,0,0,0,0,1,0
67279,38.85,14,2,1,1,492,8,3,0,0,0,0,0,1,0
70309,12.95,15,3,1,0,-128,10,0,0,0,0,0,0,1,0
16215,38.85,9,2,1,1,-3908,13,0,0,0,0,0,0,1,0
18784,12.95,15,0,1,1,-3853,21,0,0,0,1,0,0,1,0
63624,38.85,10,3,0,1,3627,12,0,0,0,1,0,0,2,0
46362,20.72,15,3,1,0,4819,23,0,1,0,0,0,0,1,0
51594,38.85,14,3,0,1,4012,12,0,0,0,0,1,0,1,0
739,49.95,18,1,0,0,-12168,24,0,0,0,1,0,0,1,0
92469,38.85,18,4,1,1,-4949,7,0,0,0,1,0,1,2,0
48607,25.9,2,3,1,0,5638,16,0,0,0,0,0,0,1,0
40598,12.95,14,3,0,1,-6052,7,0,0,0,0,1,0,1,0
61537,49.95,8,2,0,1,594,11,0,0,0,0,0,0,3,0
65942,38.85,11,3,0,1,811,8,3,0,0,0,0,0,1,0
9435,12.95,20,3,0,0,4574,18,2,0,0,1,1,0,1,0
19795,10.36,9,0,0,0,-6235,20,4,0,0,0,0,0,1,0
24572,38.85,18,3,1,0,-490,21,1,0,0,0,0,0,1,0
46106,38.85,10,3,0,1,1464,6,0,0,0,0,1,0,1,0
64211,38.85,17,3,0,1,-7663,9,4,0,0,0,0,0,1,0
89737,12.95,21,2,0,1,306,10,4,0,0,0,0,0,1,0
47537,12.95,9,2,1,1,-3666,23,3,0,0,0,0,0,1,0
891,38.85,22,2,0,0,-55,19,2,0,0,1,0,0,1,0
55926,12.95,20,2,0,1,1505,6,0,0,0,0,0,0,2,0
14262,38.85,23,2,1,0,-4526,20,1,0,0,0,0,0,1,0
39777,38.85,20,0,0,0,5637,18,5,0,0,1,0,0,1,0
85004,12.95,12,2,1,1,-11,20,1,0,0,1,1,0,1,0
7105,25.9,21,3,0,1,2296,13,0,0,0,1,1,0,1,0
25310,0,13,4,0,0,-226,8,3,0,0,1,1,0,1600,0
61387,10.36,22,3,0,0,-6104,8,0,0,0,1,0,0,1,0
17173,38.85,13,3,1,1,634,8,1,0,0,1,0,0,1,0
87249,12.95,10,3,0,1,3685,9,9,0,0,0,0,0,1,0
12087,49.95,0,2,0,0,-2044,18,0,0,0,1,0,0,1,0
57110,38.85,19,3,0,0,7641,17,0,0,0,1,0,0,1,0
29500,38.85,21,2,1,1,498,9,0,0,0,0,0,0,1,0
72091,38.85,19,3,0,0,-2465,24,2,0,0,0,0,0,1,0
57619,31.08,10,3,0,1,3140,9,9,0,0,0,0,0,1,0
2693,38.85,9,3,0,1,2153,7,4,0,0,0,0,0,1,0
75940,12.95,15,2,0,0,-1721,25,4,0,0,1,1,0,1,0
17717,10.36,20,3,1,0,5576,7,0,0,0,1,0,0,2,0
30932,38.85,11,2,1,0,2850,21,0,0,0,1,1,0,1,0
81873,20.72,19,3,0,0,1014,14,1,0,0,1,1,0,1,0
59835,10.36,11,3,0,1,4297,6,0,0,0,1,1,0,2,0
31561,25.9,8,3,0,1,2607,8,2,1,0,0,0,0,1,0
19522,49.95,23,3,1,0,-6177,22,0,0,0,0,1,0,2,0
1394,12.95,14,2,0,1,-7490,18,0,0,0,1,1,0,1,0
43883,12.95,10,2,0,0,3641,22,0,0,0,0,1,0,1,0
89399,20.72,14,3,1,1,4479,12,0,0,0,0,1,0,2,0
14515,11.01,10,2,1,1,4400,20,0,0,0,1,1,0,1,0
19940,10.36,10,3,1,1,5794,9,0,0,0,1,1,0,1,0
58132,38.85,16,0,0,1,1646,15,1,0,0,1,1,0,1,0
30198,12.95,14,3,1,1,2921,9,0,1,0,0,0,0,1,0
13483,38.85,10,3,0,1,36,10,3,0,0,0,0,1,1,0
33439,12.95,19,2,0,0,3688,15,4,1,0,0,0,0,1,0
54589,49.95,19,3,0,1,-1736,6,0,0,0,0,0,0,2,0
17716,31.08,20,0,0,1,-2647,10,3,0,0,0,0,0,2,0
3905,12.95,14,2,0,0,-6084,18,0,0,0,1,0,0,1,0
60834,49.95,10,3,0,1,1238,9,9,0,0,1,1,0,1,0
34611,12.95,17,0,1,0,-9000,21,0,0,0,0,1,0,1,0
35731,38.85,16,3,1,0,-1196,21,0,0,0,0,0,0,1,0
87816,11.01,20,3,1,1,1116,25,4,0,0,0,0,0,2,0
38526,38.85,12,3,1,0,-276,22,4,0,0,1,1,0,1,0
37625,12.95,12,3,1,1,-1538,14,0,0,0,0,0,0,2,0
87574,12.95,14,3,0,1,4006,16,4,0,0,1,1,0,1,0
12567,49.95,13,3,0,0,4929,21,0,0,0,1,0,0,1,0
67827,11.01,8,3,0,1,-5036,14,0,0,0,0,0,0,1,0
4843,12.95,16,3,1,1,4238,10,0,1,0,1,0,0,3,0
45180,38.85,12,3,0,1,1539,9,0,0,0,1,0,0,1,0
94606,24.95,12,3,1,0,-3361,8,0,0,0,1,1,0,2,0
50268,38.85,13,3,1,1,4744,20,0,0,0,0,1,0,1,0
53091,38.85,18,2,0,0,1844,25,0,0,0,0,0,0,1,0
39586,38.85,16,3,0,1,540,10,2,0,0,0,0,0,1,0
83561,38.85,13,3,0,0,1910,9,0,0,0,1,1,0,1,0
67417,12.95,16,3,1,1,2055,6,0,0,0,0,0,0,1,0
22864,12.95,15,3,0,1,-1513,6,1,0,0,0,0,0,1,0
85478,12.95,17,3,0,1,-294,13,0,0,0,1,0,0,1,0
75622,38.85,8,0,0,0,1042,9,4,0,0,1,0,0,2,0
63276,38.85,22,3,0,0,-3853,17,1,0,0,1,1,0,1,0
81405,59.4,13,3,1,0,2867,7,0,0,0,0,0,0,1,0
32682,11.01,12,2,1,0,4909,8,0,0,0,0,0,0,3,0
40533,38.85,13,3,0,0,-6988,19,0,0,0,1,1,0,1,0
38867,12.95,19,3,0,0,3208,15,0,0,0,0,0,0,1,0
43479,38.85,20,3,0,1,-2215,9,0,0,0,1,1,0,1,0
60885,38.85,11,3,1,0,-6843,7,0,0,0,0,1,0,2,0
62768,12.95,15,3,1,0,5616,10,3,0,0,0,0,0,2,0
8746,12.95,22,3,1,0,-8798,28,0,0,0,0,0,0,1,0
9094,38.85,13,3,0,1,64,9,9,0,0,0,0,0,2,0
76727,12.95,16,1,1,1,950,10,0,0,0,0,0,0,2,0
58484,59.4,21,3,0,1,1764,16,0,0,0,1,0,0,1,0
41107,12.95,22,3,1,0,1581,17,0,0,0,0,0,0,1,0
7747,10.36,15,2,0,1,-84,7,0,0,0,1,1,0,1,0
6675,38.85,13,0,0,0,1007,16,0,0,0,1,0,0,1,0
43631,38.85,23,2,0,1,-1149,7,0,1,0,1,1,0,1,0
31816,12.95,15,3,0,0,5254,18,0,0,0,1,1,0,1,0
21703,25.9,15,3,1,1,-6190,6,0,0,0,1,1,0,1,0
60923,20.72,12,3,0,1,2059,12,0,0,0,1,1,0,1,0
14654,49.95,12,1,0,0,-5247,9,0,0,0,0,0,0,1,0
62528,38.85,12,3,0,0,5900,28,0,1,0,1,1,0,1,0
61345,12.95,21,3,1,1,1282,6,0,0,0,1,1,0,2,0
26875,10.36,16,0,1,1,-5250,26,0,0,0,1,0,0,1,0
23884,12.95,19,0,0,0,5965,22,0,1,0,0,0,0,1,0
31392,38.85,21,3,1,0,4187,14,0,0,0,0,0,0,1,0
13157,11.01,21,3,1,1,-6493,18,0,0,0,0,0,0,1,0
55655,10.36,17,3,1,0,2337,23,0,0,0,0,0,0,1,0
73993,38.85,13,2,0,1,4532,11,1,0,0,0,0,0,1,0
86837,25.9,21,3,0,1,4095,12,4,0,0,1,0,0,1,0
19796,25.9,9,3,1,1,4151,22,0,1,0,0,0,0,1,0
23844,38.85,19,2,0,1,3552,9,9,1,0,1,1,0,2,0
